"" "W070517001156" "W070517001157" "W070517001159" "W070517001160" "W070517001161" "W070517001162" "W070517102034" "W070517102035" "W070517102036" "W070517102037" "W070517102038" "W070517102051"
"KIF19" 0.04855 0.156858871017 0.0938744 0.1153733 0.8052882 0.3601769 0.113308 0.3022074 0.1683915 0.3674751 0.26797267 0.1032295
"KIF20B" 3.293381 3.81206 1.516888 1.40730374 1.223451 3.235157 8.169592 2.8564 5.075317 4.43755 3.0875 2.75092
"KIF21A" 2.9617731 3.4547557 1.2491178 4.6452168 3.587054 5.9739473 6.1273647 2.4591051 5.9820236 5.754554 4.7560516 2.7399908
"KIF5C" 0.502805 0.5682962 0.190995 0.9788887 0.195013 0.8356745 1.8253612 0.6125984 1.6233851 1.1566626 1.6021291 0.514389
"KLC2" 0.977350710368009 1.49803 0.7639135 1.327991 1.0211533 1.1774912 1.67561550007867 1.5153881 1.3478624 1.9795314 2.3897822 0.9992559
"KLF4" 4.993686 3.91033 5.199513 5.777921 4.882609 2.8533356 2.110279 2.271247 2.76722390275898 4.719191 3.746862 5.349287
"KLF7" 36.40566 28.197895 23.883407 39.255442 19.264182 19.365654 23.025905 33.185957 22.893797 20.363474 28.1238192 31.416095
"KLHDC7B" 0.0671345 0.0693607 0.0407572 0.0460864 0.0784141 0.122089 0.0074895 0.032265 0.0199645 0.0158026 0.0828471 0.0874178
"KLHL14" 0.06185682 0.9572103 0.6001051 0.180729 0.2736792 0.572799 0.7380788 0.5973045 0.5563988 1.24723 1.1948131 0.5214026
"KLHL26" 0.4861399 0.303329 0.0943095 0.759573 0.2170673 0.47345 0.2164595 0.2100874 0.2863507 1.6666211 0.2994783 0.2104209
"KLHL36" 2.1816491 3.6531379 2.0661274 2.8017797 1.863485 2.2400728 2.2014051 1.8242357 1.7683209 2.271169 3.2177963 1.96474486593
"KLHL42" 2.0092862 1.816665 1.833871 2.6234549 1.9003536 2.508361 2.096573 1.509343 1.60997 2.56275 2.067011 1.6339251
"KLK1" 0.05334568 0.1093625 0.140071 0.0509804 0.06891880854126 0.36921 0.086706 0.3804911 0 0.0958758 0.1270535 0.11002
"KLRB1" 7.02393 3.34809 4.99426 4.40449 4.99087 18.08 38.7905 10.4559 19.3566 14.5127 6.75817 9.9714
"KLRC1" 3.391646 3.3045561 3.916847 2.53876 3.198994 9.966969 12.16693 7.498392 9.788448 8.122154 0.807129 8.647594
"KLRC2" 9.0679 19.16008 17.389253 10.572888 8.86147 16.07544 31.18583 12.27928 63.18546 62.814738 5.839567 43.36346
"KLRC4" 5.8005 1.64883 4.47921 1.20109 6.39367 5.81119 6.70938 1.508 12.2581 17.8036 5.5826 8.88275
"KLRD1" 50.7142375 26.5876578 44.7844314 20.597564 65.3511551 67.782741 65.4083046 29.7652106 75.9605121 85.3992853 42.8586972 52.2069998
"KLRF1" 10.917414 4.279174 9.835145 4.9994 5.673171 20.290048 25.858275 5.877237 14.912029 25.031617 7.7716661 15.387556
"KLRG1" 10.246442 16.010431 5.30889 15.14864 24.577464 22.569094 20.411681 18.708592 27.455172 35.73209 12.617843 16.882471
"KLRK1" 18.26361 26.821184 18.2082 31.1733107 30.626251 48.7196900009442 49.723396 20.5806942 65.819419 57.461758 35.6148203 30.2938972
"KRI1" 16.0206731 18.849107 11.3611167 20.0205475 13.7070379 19.5663844 19.30145216 17.3468732 11.8181539 20.4039172 26.261794 15.5370785
"KYNU" 42.676295 16.3874525 22.01217 27.5178682 32.390504 26.64667313238 42.2082498 27.2895968 43.909397 37.835339 41.8727916 50.6190626
"L3MBTL1" 1.5127578 3.4832403 1.6988287 3.044724484821 2.24585169536525 2.1605123 2.7106872 2.46910371 2.2243892 2.99037643 3.23425890147866 2.0881955
"L3MBTL4" 2.935715 2.6076282 2.8504135 2.87169 3.845937 2.5601669 2.0462398735 2.2776099747 2.4850004 4.4227828 4.2069381 2.401226
"LACTB" 31.639122 14.920251 20.323536 18.499541 15.5588616 18.281705 21.4020496 48.921062 28.300207 22.395604 13.771017 27.9809703
"LACTB2" 6.4310514 2.231982 2.750015 4.779369 3.8014308 3.879509 7.607104 4.890107 7.247796 7.101066 5.391406 4.838949
"LAG3" 0.643365 0.8759896 0.291678 0.5922368 2.173038 0.9647459 0.5916029 0.7971005 1.3819077 1.8647488 1.3930963 0.5000875
"LAIR2" 1.462709 0 0.6226037 1.429145 1.819851 0.929047 2.222462 0.709754 1.215339 1.9917688 0.3184361 1.639412
"LAPTM4B" 1.8353275 1.9645723 2.5046489 3.4516709 2.7256687 3.719601 3.232779 3.15494 2.1034924 3.2737294 2.3928433 2.091158
"LARP1B" 4.724232 2.5551304 2.74064 4.721019 2.980348 5.8943179 5.578362 4.8139733 7.146537 4.976094 5.334032042297 4.8330741
"LAS1L" 4.577363 5.6373463 3.3552166 6.4310472 4.620193 5.4037792 5.053549 5.1907572 4.0345174 6.500663 6.674764 4.638211
"LAT" 10.2884461 13.26479978 4.9876109 15.6841442 9.901279 14.7782458 15.1911740572086 11.3508203 13.5499944 18.176798 21.1232819458 8.9991147
"LAT2" 47.1984845 33.6654549 32.1025107 33.2390491 18.308319 17.4401612 23.762274 43.4544416 24.3495268 17.5079919 31.052437 31.9870568
"LATS2" 3.347633 3.20832 3.069263 3.19143 2.79229 1.5439643 1.837092 2.557649 1.754389 1.472787 2.278317 2.90943401619
"LAX1" 3.223126 3.10195 1.500503 5.02507 4.2722127 5.6991593 6.01518 3.11474 5.08206 6.9790168 5.16637 3.8778
"LCK" 10.7099756986 19.6234248 8.591038 25.2149931 10.6513822 19.36585 22.072420476038 17.5366774 18.428680482384 25.02225081 26.976256571424 13.315731
"LCN2" 20.994959 6.615564 13.19914 8.8614167 36.317761 12.721472 4.2265494 5.227516 17.000797 33.767946 3.666894 20.523367
"LCN8" 0.03760012 0.00739876 0.00684512 0.0919574 0.0809447 0.0908726 0.0688325 0.112932 0.0544939 0.7775462 1.5527949 0.0135104
"LCNL1" 0.0445594 0.1093625 0.0229564 0 0 0.00991156 0.03185269 0.00387698 0 0.0239747 0.00642427 0.0434804
"LDLRAP1" 29.904372 70.192037 21.378386 84.071575 34.90159 52.704089 40.220132 45.489941 26.049799 58.320379 76.513542 32.622016
"LDOC1" 0.518948 0.684435 0.0606944 0.895305 0.394758 0.582641 0.746781 0.328143 0.70493 0.64014 0.759192 0.697678
"LEAP2" 2.8206184 2.43504 1.1444999 3.5500776 1.36073 1.8123689 2.6844293 4.7405863 1.8541406 2.4540061 2.657278 1.8889846
"LEF1" 86.7808130050954 182.854157 31.6438976 262.7392757 35.855479 149.6210944 179.232612805 195.7500266953 95.7480672 201.597815801388 214.8410819867 96.906815
"LENG9" 0.542631 0.660141 0.697866 0.751778 1.04205 1.0999 0.64526 0.465092 0.710283 0.937264 0.692997 1.12491
"LETM2" 21.9320927 14.931125 10.6197682 12.6160253 5.2413162 9.322721 12.3043467 12.1278457 13.5198119 9.1765131 13.5884611 13.6102059
"LGALS12" 5.875291 3.1446573 8.029361 5.994321 3.3450715 3.9062794 2.7440757265 4.0900425 4.69348 2.257311 4.9973556 11.066858
"LGALS2" 20.8264 9.8012 4.69525 12.4323 21.4527 28.2318 25.4894296 12.5869 16.0098 20.5782 21.4715 14.2399
"LGALS3BP" 0.9100335 2.11209121772063 0.9476378 1.71643041 1.5704876 3.1077931572 0.8230919 3.329261248 0.908987 1.2452817198165 3.06085391021 1.6762859
"LIG1" 9.3041931 18.3017781 12.5624154 18.855761 14.261134 18.236117222672 19.2427894 15.9185513 12.9218306 15.392617313 20.7701806 14.4244703
"LILRA1" 115.2742678 106.607101 63.931144 118.2392987 70.146858 50.2211339 55.6106941 82.65372665345 65.28508 56.3492813 74.3958236 109.682071
"LILRA2" 322.06201 251.89811 170.70395 292.249515 118.020435 122.737244 143.7506432 299.66393 165.55257 113.258669 143.187842 224.7661
"LILRA5" 166.190921 110.33328 137.79084 90.4378557 61.946409 98.604378 105.344309 234.11002 133.30259 75.0589178 126.044037 190.871071
"LILRA6" 170.3946332 43.6415438 104.5751338 31.649097 48.3492616 36.5859497 42.081267 140.958914 19.44413 41.477697 47.0895403 91.394607
"LILRB1" 42.687943708 26.361546 21.6270744041205 38.338525007237 39.423375 24.7080589 24.54399309 35.558425 24.6302722 35.7183849915835 25.185045103 39.621241193556
"LILRB2" 345.237582 211.81991306 199.335617 190.7711561198 150.170069 141.697142 121.108329 237.113805 116.450489 111.29296 217.585025 285.566263
"LILRB3" 107.782352 267.49401 81.998809 603.632973 84.642829 190.529808 121.589854 267.61356 235.525663 87.6097894 271.389284 150.870265
"LILRB4" 14.098913 7.963496 10.3916791 9.9295137 9.081221936791 6.8860646 5.8259153 9.4607951 7.640497 8.5461669 7.1055592 11.9792762
"LIMA1" 1.14437757 3.4236784 1.867216 4.06764500025431 1.9800553 3.16129 3.7692219 2.0471546 2.832119 3.055272952558 4.7168307 1.4941729
"LIME1" 0.7298143 2.4607036 2.176586 2.173425 1.4632753 3.0787561 1.44213210135189 0.98304588 1.1176955 2.081082 1.6866234 2.2637142
"LIMS2" 1.1267712 1.0977932 0.9775171 1.1505216 0.526609222 0.7991715 1.06461615 1.1397852 1.1107636 0.8735071 0.49623974 0.99982587
"LIN37" 9.3330552 7.386362 8.1474604 5.34517100852549 3.49147197 4.5392088 4.6641828 6.346366 6.1538115 8.2248195 8.2187868 7.4617149
"LIN7A" 30.940998 18.672501 22.096792 26.483394 12.146702 17.418982 21.700808 38.649646 27.245896 10.659423 14.82497 25.079369
"LINC00094" 0.0228703 0.00470284 0 0.0307961 0.019069100515359 0.1415856833409 0 0 0.018923 0 0.037838102513 0.0596218159
"LINC00402" 0.01781 0 0 0.0736921 0.0174748 0.026198 0.0515608 0.042894 0.0221694 0.023103 0.0177389 0.0332558
"LINC00482" 0.20966048 0 0.0710746 0.1265601 0.2097493 0.0724244 0.16637952 0.00760647 0.2017849 0.0258426 0.0194145 0.4887715
"LINC00544" 0.262031 0.230743 0.0321188 0.178618 0.224873 0.376437 0.204292 0 0.1320587 0.241617 0.154667 0.0624327
"LINC00649" 0.0792951 0.1788311 0.282396 0.437520819 0.2369166 0.1459792 1.712355989 0.04616172 0.31481659 0.22043517 0.1367515 0.046506
"LINC00694" 0.088983 0.0285945 0.193751 0.223753 0.0863528 0.0975878 0.0214591 0.213661 0.13938 0.0573576 0.130223 0.289598
"LINC00843" 0.900956 0 0.689548 0.709205 0.680142 0.268914 0.890844 0.594757 0.541725 0.158416 0.332851 0.32364
"LINC00852" 0.0703128 0.0567334 0 0 0.0419747 0.0642231 0.02234143 0 0 0.0297746 0.1100967 0
"LINC00861" 0.1102298 0.182761 0.1659178 0.862282 0.452199 0.511318 0.4299164 0.267874 0.2059022 0.65447 0.3069034 0.345061
"LINC00877" 0.0355873 0.8248242 0.0375568 0.09311619 0.0353106 0.3065826 0.00876324 0.0247642 0 0.035521 0.36023721 0.3155964
"LINC00887" 0 0 0 0.0141923 0 0 0 0 0.0113807 0 0 0
"LINC00893" 0.782389 4.51649 1.4994004 2.507427 1.5242693 2.1863242 1.3855073 1.6010709 0.831314 1.2218235 1.2937384 1.4352301
"LINC00896" 0.0333877 0.0176621 0 0.0306234 0 0 0.03333478 0.0160668 0 0.0359661 0.0952159 0.00807416
"LINC00910" 1.50211901 1.3189591 1.2688727 0.9036167 1.1345134 1.3349418 1.0224244 1.2854504 0.7635923 2.2466527 1.79758711 1.5519742
"LINC00926" 0.0698848 0.0147501 0.1049738 0.0899795 0.17201 0.236368 0.2039393 0.1345633 0.2665557 0.3829106 0.07202943 0.2122735
"LINC00937" 6.200506 3.14213 2.3953413 3.404593 4.33798 2.336837 1.789464 3.903038 2.143649 2.05934 2.87071 4.644133
"LINC00944" 0 0 0 0.0334474 0.406792 0 0.0574834 0 0.332577 0 0 0
"LINC00987" 0.187095 0.549882 0.0788886 0.189625 0.572298 0.335227 0.28932 0.31599 0.888753 0.584279 0.523927 0.508877
"LINC00989" 0.04934669514 0 0.0438628 0.04053220252 0.0567628 0.0256393 0 0.0232189 0.02429460581209 0 0.0168086 0.021008
"LINC00996" 0 0 0.0125649 0.158944 0.0112874 0 0.0446376 0.113082 0.0137792 0 0 0.110791
"LINC01024" 0.0121541 0.0325206 0.0649704 0.0498366 0.0509956 0 0.0355198 0.057997 0 0.200356 0 0
"LINC01137" 0 0.0188187 0 0.0164938 0.0146596 0 0 0 0 0 0 0
"LINS" 15.676034 15.806921 7.91997 22.4251456 8.825784 21.023096 21.9585336 21.3066526 19.308442 23.451095 18.9648617 21.532334
"LLGL2" 1.057978 1.5858863 1.8323776 1.9584814 2.2381518 3.53915365 2.26343610017214 2.0102813 2.58848 3.6968585 3.1243539 2.4894084
"LMAN2L" 4.6226395 3.127809 2.4485785 3.535001 0.8926009 2.9954949 2.74787910017893 1.8376779 3.154446 3.622612 5.55535300338478 3.15598
"LMBRD1" 221.8642 100.87596 115.48558 133.00742 66.26258 130.2927 180.2394 170.16696 169.1863 143.64695 130.35226 177.4025
"LMNB2" 2.99753 3.834091 2.54754 3.820664 3.395804 6.8251776 4.152223 2.406917 2.152616 3.342887 4.331279 4.365774
"LMO2" 18.1333791 9.23627 12.7541379 11.44463 10.0161467 8.4317 9.3791483 14.43726 9.96689 10.2984 16.3412134 10.19152
"LNX2" 1.71826 2.1495 1.56863 2.01794 1.64493 2.12959 2.37641 1.95051 2.36479 2.96166 2.13466 1.73211
"LOH12CR2" 0.096934 0 0.05313 0.046952 0 0 0.0380675 0.0462479 0.0501378 0.0261755 0.0983329 0.0498145
"LPCAT2" 304.2087895 126.121492 223.910208 226.737878 135.942692 115.872826 96.7792055 431.184427 146.093236 118.068881 183.898973 270.3875488
"LRFN3" 0.04998365 0.150557 0.0956504 0.307337 0.0963903 0.173491 0.0961181 0.0703155 0.0774912 0.109777 0.21201 0.0858261
"LRIG1" 3.0550708 6.6092196 3.7840902 10.050874 4.844172 6.76595 4.9630358 3.5291769 4.2046371 5.324656 6.4282647 4.7058585
"LRP1" 15.52976033 10.8551491 10.7129192 13.5219345 11.288396 6.37325783 5.358716 8.2589804 9.123583 6.3442458 13.2450386 10.1969956
"LRRC16A" 6.635296 6.650256 6.19317 12.9241188 9.368594 6.215114 7.578275 9.0328 6.96912 6.664449 7.5259236 8.625
"LRRC23" 1.3828571868984 1.075559 1.451387 2.020751 0.906474 2.36286 2.806478 1.638824558 1.523279 2.172189 0.8672575 1.05802988
"LRRC25" 24.08678 16.68051 17.84226 19.49772 11.20167 10.588101 9.751237 11.29354 8.094081 9.128175 16.98754 20.97608
"LRRC27" 1.75657452 2.941923 3.45507860166848 3.98014930186036 2.9390817 3.0163788 3.64266387 3.550123 2.9428068 4.32058548 6.217656 3.6154363
"LRRC37A3" 64.058263 100.172758 36.5934458 45.114808 40.440014044579 26.5134647 56.7411016 116.751862 99.5276751 33.4449118 11.107884 55.9480923
"LRRC40" 3.929 2.67252 2.67199 4.60601 3.76076 5.88092 10.6423 5.58356 6.51102 6.20451 3.56626 3.37573
"LRRC48" 0.9088006 1.2482199 1.5376698 1.270954 1.17964720314921 0.753889 1.311071 1.0793336 0.6476585 1.0895754 0.96064440210603 0.609399
"LRRK2" 453.31137 218.2245 236.54198 301.88564 178.51312 123.53226 208.5579 626.94044 341.06458 174.29898 240.48196 296.08114
"LRRN3" 2.432982 1.7282100825113 0.501557 3.778782 0.4143697 1.459695827 4.21035736 5.10786 1.382766287 4.567433 3.123336 2.415778
"LRWD1" 3.9902148 8.8597513 5.6191304 6.244482 4.291105 5.521677 3.8815428 6.4972502 3.180515 3.1835472 7.2523511 2.4882504
"LSM11" 0.146166 0.116772 0.0717373 0.17547 0.175891 0.203898 0.100141 0.133383 0.108691 0.211897 0.097598 0.137944
"LSR" 2.0006515 2.5561001 1.8601089203211 2.9496986 1.5847824 3.3206589181 2.44910975504 1.7500877 2.1720843 2.534919 2.744731 2.3472305
"LST1" 503.339212 268.865129 380.248361 313.327342 275.62905244 212.856303 257.758771 540.751125 339.098948 230.507681 274.018508 353.319281
"LTB" 26.222889 39.674136 35.129547 50.39541 22.754631 44.63315 29.02703 30.939312 23.18681 31.29197 37.71964 30.82459
"LTBP4" 4.1331273 7.4448415 4.2094452 8.7268574 9.18005407 7.5132323 5.83308847534495 4.4657178 6.7432157 9.570917582 9.7384819128515 6.0037245
"LY6G6F" 4.56541 2.06753 2.17568 5.594 2.72047 3.63205 1.28547 2.61695 2.12623 2.34008 3.08986 2.42723
"LY86" 29.28377 12.706335 12.59905 21.52774 11.4883 15.230211 24.22867 17.14487 24.28595 28.26457 22.46102 17.07726
"LY96" 75.9741 29.19219 30.0558 33.49749 21.518 24.64989 46.7374 77.5157 59.3868 24.36298 26.28958 52.27298
"LYL1" 2.8519463 3.9607765 4.2095935 4.2596258 4.9583901 3.6272535 1.720657 1.9366849 2.2762661 2.57237 3.1597257 2.6236493
"LYPLAL1" 13.769207 7.4898172 11.582032 10.2834127 8.377231 10.318532 20.4784773 14.907234 17.43171 17.65169 11.434745 8.704098
"LYRM7" 1.65603 1.6419337 0.428585 2.089703 1.197485 2.171477 2.180879 1.577542 2.155251 3.946718 1.009076 0.365006
"LYSMD4" 0.716541 0.8575703 0.57722130478 1.4874831 0.6914967 0.837476 1.4683129 1.0837186 0.6377989 1.0282030327832 1.3473051 0.8199553
"LYZ" 8465.26 2543.103 3046.271 2583.042 3141.919 2607.783 2750.195 3964.131 5495.28 3292.251 3061.132 5608.193
"LZTS2" 1.0949535 1.2354177 0.50343349 0.9488963042067 0.47300616 1.108763 0.78161434 1.162446638347 0.85458653 1.5496561 1.71037184 0.597253
"MACROD2" 1.4203762 1.093625 2.4716137 1.4002912 0.364882 3.3766394 6.67089716 1.8813844 3.74853443 6.642871 5.830087 1.1455091
"MAF" 3.836944 8.10946 6.502389 8.527945 6.536918 11.121541 5.77002 2.371169 6.738072 7.261072 10.7911 7.262692
"MAFB" 2.21032 1.61004 1.67837 2.65849 2.85783 1.3811 0.917075 1.18598 0.850443 1.71849 1.96259 4.01858
"MAFF" 0.08699531 0.32846988 0.136234 0.32499273 0.20238162 0.07790949 0.0947051 0.19541868 0.1058163 0.01516815 0.1042658 0.0906388
"MAGEE1" 0.378721 0.737614 0.299608 0.834922 0.459306 0.510374 0.696607 0.676916 0.433029 0.879236 0.769687 0.427212
"MAL" 5.560906 15.034234 3.34389 18.3365446 2.022504362 13.4916909 13.047693 9.2523051 6.6785732 13.8625534 14.4117403 6.707935
"MALSU1" 3.717108 4.496533 4.996325 4.610843 3.375134 3.575462 6.458331 5.703051 4.470589 4.489672 3.044299 5.67075
"MAML3" 36.86928 30.41205 29.05918 35.42311 21.10818 16.543287 14.187956 27.44703 15.036496 18.263221 22.9615 30.696574
"MAN1A1" 10.8642 7.72312 7.76242 11.6056 7.38418 13.1701 7.76016 13.2281 6.69093 11.7675 16.8461 13.9006
"MAN1C1" 2.7931244 4.85181549 1.752995 5.6585727 1.4044741 4.05312535 3.9799123 3.275017 2.324738339 4.347347 5.7121569 2.7166153
"MAN2C1" 21.6986703449569 28.251008293 19.3324618 26.810988667211 23.0885922 31.5709954331 18.3731271 23.3206037 22.8911742 17.8107287 22.5205394 23.51109321
"MAP1LC3A" 1.4281674 2.8716211 1.1700743 1.75288 1.0670351 2.116667 0.54753012 1.96775 0.378487 0.7707315 2.543495 1.768364
"MAP3K1" 107.47317 68.63974 60.17863 98.1993 48.49434 63.32255 63.82289 86.13027 64.3158 78.90037 118.20951 79.76217
"MAP3K6" 0.953672 0.8030324 0.88599 1.054013 0.9347087 0.9524551988369 0.6991316 0.667866 0.795239100095768 1.0488249009954 0.7288637 0.645644
"MAP9" 0.316168 0.818172 0.226919375 1.199483 0.68371842 1.636778 2.3792842 1.1559657 2.375996 1.620242 1.1923538 0.9773654
"MAPK13" 14.9014702 13.9295766 9.654764 15.791859 4.8483572 7.7194916 9.3457473 14.980539 8.3582227 8.0299918 8.8906332 11.3776402
"MAPK8" 23.00664023288 13.425083 13.6379308 13.9865438 10.0610704 13.923404 20.933349261162 20.398627491825 21.259462 20.26741017191 16.0511274 23.1746820252378
"MARC1" 70.302828 49.178542 48.248065 55.408582 23.141512 26.0815489 43.516074 68.96075621 35.160369 19.257132 33.536655 42.896785
"MARCH1" 21.1544502 7.8565468 13.71302 12.9784101 11.415563 10.825805 15.6811067 17.1085163 20.0806996 17.8824295 15.7754801 20.3906714
"MARCKS" 7.43615 6.01124 8.03638 8.25221 6.72113 4.62042 1.724856 3.72361 1.90894 2.029688 4.08112 7.22887
"MARCO" 5.704075 2.553244 2.3295228 0.642334 1.81517 1.4343 2.206605 3.08008 2.439907 1.45601 2.374453 2.014109
"MARK4" 17.834208 13.6500445 7.6791218 14.6763987 10.890765 9.3894702 11.9414142 9.2995072 8.2122639 11.991913 18.839047 13.9605638
"MARVELD1" 0.126419 0.181617 0.165031 0.193582 0.232105 0.151734 0.080742 0.0429337 0.0732923 0.1087451 0.0830396 0.17122
"MAST4" 10.1558997 16.3484251 6.9407165 18.6145891436 5.7687397542811 16.064208 15.9415522 14.1575873 8.6302566 18.9462708 20.26172391 7.3066936
"MATK" 8.443467 8.05277 13.782039 8.706111 15.8523518 20.727246 15.4118671099053 8.38042107354117 13.8646531959206 17.2927528524054 11.667117 19.4100037001933
"MAVS" 3.938174 3.9171279 2.9379005 4.390542 2.3640755 2.8857806 3.314639 3.4280873 2.587097 3.208352 4.4135205 3.511761
"MB21D2" 0.467817 0.417024 0.510103 0.919252 0.0929118 0.576939 0.482661 0.308376 0.47836 0.202077 0.324337 0.440621
"MBD4" 54.89487 40.772446 37.89146 53.1451296 28.472826 41.2905062 54.2694157011334 55.6389575 49.0873436 49.6859215 50.7321774 48.460951
"MBOAT1" 26.4657 17.1756 18.9281 17.5345 13.3376 13.1746 17.7287 25.0786 17.6838 15.9321 13.8572 17.1378
"MBTD1" 13.515877 10.4216090002435 7.077914 12.29783 7.498614 10.436422 11.98448 10.948459 12.086856 11.832731 11.5083817 9.974341
"MCF2L2" 0.82233595 1.1584588 0.66690034 1.7671522 0.95563885 1.74582742 2.34502358 0.8894084 1.25768794 2.8073172 2.06643156479 2.54007165
"MCM4" 5.0104043 11.590973 4.0884326 11.655274 6.731574 15.322469 5.9157961 8.1023288 6.2451333 10.0385831 11.5962191 7.2290602
"MCOLN2" 3.8142332 4.122491 2.8321792 5.263345 5.9759627 6.313987 9.3146429 4.4934767 7.156129 6.245098 5.014552 4.88062
"MCTP1" 52.3955592038073 19.0243421 41.41547688 32.6553115 38.687778 23.00614831 36.5703416 54.11363421 47.8743006 33.9818219 25.295005 49.005246
"MCTP2" 109.4076347 54.7068901 65.485336 69.4494566 34.9216418 44.3158736 61.6924194 126.5577683 62.940905 49.448811 64.620868 72.172253
"MDC1" 5.7372396 7.4490653 3.2696204 13.125974 7.2959594 7.134881 9.442779 7.72844072 7.2415691 10.041724 11.6896085 6.3644218
"MDS2" 0.943651 3.25554 0.627571 4.02328 0.4842715 2.072228 3.509553 2.103379 1.748106 3.896258 3.393786 0.955031
"MECR" 1.7390825 2.6989153 1.5808134 4.161183 2.7497596 3.2630783 2.6779789 3.480670625432 2.950581 3.09905 4.031847 2.9830243
"MED12" 51.727999 49.71581767 39.1704391329 60.552903 30.901244 33.34807526 34.936115254 58.2592210483 30.62396814201 36.30793373 60.5151490124521 52.6820415
"MED24" 13.3186789 18.310404916 10.4127227099537 21.1312146 15.123817 16.7479379 15.42693209764 13.703411471788 13.9309517599188 20.6944882269723 27.4941925571349 15.481006
"MED27" 7.8461903 4.667979 5.74415 9.128441 6.13901 7.385717 6.068203 7.83471 6.776601 7.154815 9.6225362 7.5922509
"MED9" 0.7200339 0.56823901 0.7514635 1.1641371 0.846017 2.3428766 0.866427 0.8232655 0.95050671 1.5592666 1.1362245 1.6301089
"MEF2C" 64.6821419 41.243365 52.9135113501214 56.4472896 48.5419454221001 50.414792619 51.9055798 45.589300038 56.51968626 81.4973351 69.2258347 58.8680349061677
"MEFV" 175.8315007 117.8007295 114.85555 135.602279 78.205707 68.6565121 68.71425597 128.76755 76.4447536 46.035688 157.5298431 162.1981391
"MEGF9" 59.5915 37.5307 39.0101 40.685 20.5397 19.0893 32.4624 60.6683 37.5127 18.0829 28.5402 42.2271
"MEIS2" 0.64909777 0.2212206 0.525294 0.2015938549 0.3963253 1.2207117 0.6135344 0.3218185 0.23221718 0.382409 0.33482002 0.422132
"MEPCE" 6.294539 6.6417463 5.394474 7.817461 5.0502722 5.557511 4.663414 5.850292 4.469582 6.0075602 8.345662 6.606849
"METAP1D" 1.187476 2.2826822 0.2490558 2.618909 0.836062 2.29387 3.444431 2.5893692 1.7197605 3.226772 1.25444762 2.5593539
"METRNL" 10.865863 6.6907381 8.562378 6.720521 6.824316 6.2658953 5.059745 6.51195 5.003907 5.2322691 7.0189996 8.778354
"METTL1" 0.6255847 2.0794618 0.734697 1.471703 0.7870444 0.76329641 1.011612 0.62629695 0.6287043882 0.8773918 0.7826815 0.576834
"METTL18" 0.3061713 0.218535 0.294734 0.366355 0.282036 0.542138 0.596088 0.640107 0.979397 0.879637 0.2834 0.427844
"METTL25" 11.652159 7.134505 6.25687 8.422037 4.72557 9.90346600359879 13.252481 10.27685 13.9774618 9.890773 7.038789 10.511654
"METTL6" 4.1517659 4.778882 3.277728 5.6575242 3.6748716 4.9684269 7.482551 6.6833324 5.1786908 9.881952 6.2694277 6.006622
"METTL8" 6.795082 4.931935 6.144752 9.14404340058449 7.3829466 12.5015267 15.2961255001258 4.24822170121881 8.9483559 17.7496398145 7.9171423 9.455599
"MFAP3L" 2.854032 2.7971 1.630602758 5.48805 1.222958 6.14684 1.175229 3.16163 3.074605 0.92244026 4.029394 3.3947
"MFN1" 27.2291149 19.273614 20.74543 26.8143267 14.5517249 21.4445569 32.7211867 30.6540256 29.259924 35.0797093 21.9125532 23.0059001
"MGST1" 12.1994647 3.4807426 4.245046 9.2065127 4.5767007 4.3141535 6.0115757 8.0746834 7.7349235 10.1060778 5.0530806 8.2395392
"MIAT" 0.023954 0.0176699 0.0132610629172 0.0365899 0.1532025 0.17987750392272 0.0756205419459 0.021010600482501 0.0114874 0.3327319 0.08499479 0.017014
"MIB2" 4.6401633 8.83423650272239 7.55937900033653 8.97219665 9.74632922 9.1190572 5.38735242306142 4.9912441 3.9619793 7.836914367 7.2355800000447 8.8650093
"MICAL2" 139.7121522 148.41281 110.0113866 120.14796852 91.2611026 62.0507911065568 73.443874 90.66581207 71.1727517 71.6652683 118.67784471 79.2061549
"MICAL3" 3.73572898 6.47606408639 7.44765657 7.28872112 4.0957731 6.5106357 10.8612431 6.64825488 8.909161 11.56346127 13.1197041 6.826178999335
"MIER2" 1.5263212 1.24917 0.995459 2.161254 1.4138226 1.0749919 1.68158 1.2875181 1.132338 1.1526716 2.2834769 2.0054756
"MILR1" 21.458255 6.805099 6.713566 5.565094 7.793722 6.70953 6.163951 8.605481 12.0023815 6.887843 11.19258 10.802898
"MIR29A" 0 1.07175 6.12844 1.78686 0 7.29909 1.92435 7.25985 4.11186 2.44186 0 1.67164
"MIR4458HG" 0 0 0 0 0 0 0 0 0 0 0 0
"MLLT11" 0.109107 0.111656 0.139129 0.168511 0.162332 0.279283 0.219077 0.169037 0.102693 0.205153 0.248752 0.210128
"MLLT3" 5.22471138 7.4417363 3.8404911 12.647011 3.4297501 10.3679659 13.6843317 9.084906 12.774968 12.4377847 10.4820738 5.5279298
"MLXIPL" 0.07890984 0 0 0 0.0072123 0.00545045 0.1984908 0.05763038 0.0197942 0.0203341 0.0341279 0.025850502807
"MMP23B" 0.653428 1.519748 0.635364 1.1344801 1.4250383 2.6267813 1.0586936 0.739673 0.9416673 1.542118 0.6580083 1.3145194
