"" "W070517001156" "W070517001157" "W070517001159" "W070517001160" "W070517001161" "W070517001162" "W070517102034" "W070517102035" "W070517102036" "W070517102037" "W070517102038" "W070517102051"
"GOLGA8A" 26.9984009 35.7395354 18.6461238 56.266422 37.780651 40.7213135 63.2723504 52.2640351 32.5062967 74.11308 83.0833331 43.791979
"GOLGA8Q" 13.2124 6.302703 11.50327 9.02719 14.9441 10.77285 13.57098 13.68406 14.70898 19.96672 12.097589 10.90014
"GOLIM4" 7.945977 2.9848038 4.061096 5.4130285 4.488271 4.494856 3.261055 3.4924785 3.3908406 3.537222 4.158086 7.21654
"GOLM1" 3.228552 2.0865714464 2.02453447 1.7145621 1.663203470641 5.120008 1.3691948262 1.5111790702 2.05545800137219 1.515644903 2.731345309818 3.282687
"GOLPH3L" 6.179982 4.14619 3.965348 4.676054 2.979261 5.664841 5.321427 6.80269 9.362588 5.439231 7.116793 4.049013
"GORAB" 4.5750892 3.826141 2.977874 4.912706 4.344043 5.1256745 7.6302273 5.8537237 8.6857196 10.124203 4.923913 4.833067
"GP1BA" 22.87746 12.30601 15.35956 34.8078 18.53791 19.39371 6.825696 12.00563 7.75829 10.82547 28.20067 13.6748
"GP9" 6.02818 4.86697 7.46491 9.03436 7.10017 7.7581 1.83828 2.85608 2.69626 3.13564 5.90206 5.00616
"GPALPP1" 8.6740757 5.9417741 4.5642936 9.272933 5.1273318 8.9391236 17.6758927 9.2193559 12.1279346 15.634925 10.4730533 7.9283186
"GPATCH11" 7.44679 5.1251558 5.442164 5.99315 7.1286324 13.3774237 12.6449 16.5335 14.43063 12.2704735 11.59468 12.54509
"GPBAR1" 26.701033 13.038665 16.579858 17.3365346 18.71475051 8.684591 11.7947 17.3106291 11.950795 13.7379 15.0043 22.6942243
"GPHN" 15.863201 16.8424750008036 9.597486 21.0166193 12.7682774 20.030729 19.094154140479 6.831052 15.9873064 19.577633 28.7896954 10.860926
"GPR137" 1.8264497 2.48432470091195 2.3216605267 1.96439911 1.87002808 2.056624 1.739004 2.3239075915581 1.753584806672 1.7721894 2.891327854 1.515735746
"GPR137B" 10.08853 5.829773 8.203318 10.184234 8.216714 6.830759 6.6273915 6.48542775 8.768735 11.266599 7.871945 9.215768
"GPR141" 7.5985012 6.575323 8.251727 6.2448774 5.7373422 3.4212294 3.748973 9.6346159 6.5423551 5.102106 5.9221946 5.7578496
"GPR146" 2.630211 9.7002128 5.7165217 4.8359707 4.866991 3.964138 3.661659 3.111539 3.0492708 4.5016129 2.8676305 1.704288
"GPR171" 8.21472 7.139601 4.93906 12.400908 7.329837 20.03847 26.52189 14.29856 29.76667 21.39686 10.31003 13.225304
"GPR18" 8.55668 8.90334 6.43942 12.319976 6.409946 10.1041 13.5525 10.6945 12.3416 15.642737 15.0987 8.029328
"GPR183" 20.3274 15.6016 13.8649 29.7162 9.76372 42.3506 62.1039 24.5694 31.8605 40.4683 33.74 20.0952
"GPR34" 1.809607 0.586463 1.646158 1.91812000185087 0.61348 2.146477 1.27642647 1.515693 1.736051 2.323393 1.019865 1.833423
"GPR55" 0.418747 0.5254962 0.524169 0.9250364 0.2908729 1.271252 1.108125 0.674804 0.412852 0.9317948 0.8472407 0.56973463
"GPR68" 2.7008476 2.7815531 2.7038203 2.883837 2.6307102 2.242954 2.41523913 2.15884 2.6432392 2.1334959 2.478042 2.8191817
"GRAMD3" 1.64475025 2.383461 2.5994942 3.7241556 0.8807359 3.7218009 4.9465931 4.67503581 3.7253276 4.020506 3.0540233 2.1914926
"GRAMD4" 5.7350654 5.8416316 6.692881 5.7461968 5.0662497 7.4952623 3.597335 4.18047737 5.2127916 5.7393584 4.846962 7.8345536
"GRAP" 19.678037 34.516763 15.994324 34.565264 13.4467517 31.997529 37.037344 32.33743 24.885509 36.034155 28.331781 18.5391532
"GRN" 347.78718151538 299.299114 260.5052128 305.2864187 187.9653531 174.2702302 105.2044502 279.9219611 152.7916478 118.4495158 283.2698773 279.082654
"GSAP" 23.256506 23.011054 14.7107977 25.5612653 18.724762 21.0084589 28.572562 20.843594 22.252839 28.824888 18.1766238 20.552925
"GSN" 75.9894222 72.863999588 73.53333821 66.5725834 57.4257206 50.136595341 26.289739 83.30546784 27.488797488 30.035618 74.559201845 50.2578773
"GSTM2" 22.0126536 22.1907967 11.9027544 37.0712347 18.3729117 55.1919699 19.5418101 17.796493 19.5119401 47.294218 29.2960936 37.411704
"GSTM3" 0.0789098 0.3232701 0.5960879 1.3457126 0.16285023 0.661606 1.942758 1.23050591 0.7384837 2.7240906 1.05843173 0.8754216
"GSTM4" 24.093739 15.1846199 17.2833089 26.2058081 21.6051173 14.3408804 8.30472152 20.747713 18.800902 23.314536 15.3515853 35.557039
"GTF2IRD2" 13.39922 7.417231 12.089645 8.6701868 6.922306 9.977979 19.802983 12.736974 13.599213 14.514754 14.766216 10.8119541
"GTF3C1" 16.78360556 16.5297562 11.7046752 19.3108815 11.926829 12.4089157 10.6403245 13.6999781 10.7896925 12.0743531 18.1475277 13.9535221
"GTSCR1" 0 0 0 0 0 0 0 0 0 0 0 0
"GTSF1" 1.3844486 1.3231178 0.691936 3.626207 1.1513928 1.428565 1.269372 1.157988 2.943451 1.26612572 1.6389817 0.924039
"GUCD1" 53.06130984 69.043318819029 50.7809122 53.83528523 58.999074 54.352451008375 40.80959304724 44.030024 41.9612568 64.743757 58.10597204 41.5928969
"GUCY1A3" 2.774394 2.3867068 2.675562 4.415945 2.02981543 4.1621 1.548253 2.83223962952319 1.6153074 5.8030698 4.920341 2.72075
"GZMA" 12.285 7.27389 12.1431 7.15048 19.0866 39.5046 40.4926 12.4528 61.8133 47.2313 13.6087 17.9111
"GZMB" 23.7715658 29.2918301 46.197003 23.056184 41.906902 68.881534 33.278399 18.9778962 40.287827 57.433822 56.1363684 75.725701
"GZMH" 12.640648 7.07884 11.642518 7.54706 60.495305 32.183921 22.87558 15.6639709 75.20318 82.515345 39.861544 16.652453
"GZMK" 9.989972 6.10101 3.14814 13.11753 14.17285 31.579505 32.88696 16.9835 45.81324 44.20407 12.9535 10.9348
"GZMM" 2.78239 4.21405 2.42995 3.32888 3.81477 5.28291 4.35021 3.225721 3.83935 5.38729 5.46125 4.321987
"H1F0" 10.6691 11.8542 9.06741 11.6594 11.5097 6.72307 7.30404 9.04326 8.00852 19.9849 6.93957 8.91189
"H2AFX" 2.49234 4.53695 3.996617 2.84036 4.269653 6.127049 2.65195 1.00361 1.52263 1.95541 2.33143 3.8096034
"HACL1" 9.698203 8.543802 4.77776941 10.286946 5.950498 10.815326 10.626084 10.030827 10.303368 13.465836 9.041126 7.7025784
"HAL" 171.037695 114.221103 86.858504 134.870727 54.91477 33.086063 78.4596214 135.759546 65.7970605 32.14998 65.996664 121.631368
"HAPLN3" 1.959971 5.024407 2.0523065 9.905328 2.2318478 5.452104 6.633123 3.637885 3.501859 8.253971 5.0089015 3.351227
"HAR1A" 0 0 0 0 0 0.0229774 0 0 0 0 0 0
"HARBI1" 1.653461 0.591631 0.711024 1.0157 0.848987 0.615197 0.787638 1.261649 0.744389 1.711732 0.811929 0.654885
"HAUS3" 5.666188 4.2392219 2.7385691 5.256055 2.8860929 6.853258 9.2490208 7.075266 9.759632 8.184978 4.1206794 5.643119
"HAUS5" 0.8501736 1.5083803 0.5218332 1.221003 1.1338624 1.0130708 0.7802483 1.5520751 0.6837099 2.6891772 1.5361326 1.2687007
"HAVCR2" 13.581481 7.9015001 10.1506208 10.75304 8.496588 7.920032 9.8818183 5.989317 7.745904 8.375233 7.302486 14.2589287
"HCK" 198.8211896 103.9262918 129.917657 129.2512213 77.13841 73.6763457 68.7711412 161.32852779 79.16921423 66.01252567 124.670108725 129.49422278
"HEATR1" 5.17995 5.02978 3.355329 8.91473 5.913859 6.787004 7.035823 6.644478 8.376948 9.175926 9.074074 7.300785
"HECTD3" 16.904124 21.444632 13.247506 20.323968 15.153864 15.772164 11.616088 11.8290018 13.031869 18.327901 14.1447392 14.0280891
"HELLS" 3.794718161 8.9233851 3.67395747487 8.2379023 3.86613726 8.3198033 7.6134623 4.0392064 5.1040252 8.8302533 7.144236 5.945115375
"HEMGN" 196.096 115.82048 94.4864 94.2084 126.2729 132.52294 119.0086 141.2494 169.8656 210.9429 105.5826 85.0102
"HEMK1" 3.04834856 5.0077563 2.37348035 4.74308288 2.8644753 4.14762667 4.61111328 4.49903195 25.972165 4.92230869 4.29299331 3.6785086
"HENMT1" 3.977261 3.266736 3.605554315062 3.939645072 3.32289 5.566488 6.428684 4.040288 5.447052 7.83758 4.607907 5.215283
"HES2" 0 0 0 0 0 0.00592471 0 0 0 0 0 0
"HGF" 21.0756846 4.976063 6.058178 13.3768337 9.6637414 7.244343 10.4136428 12.884571 11.5321266 10.899427 9.8363893 11.58776
"HHEX" 16.12193 14.579198 19.295674 15.187323 12.2065498 10.23152 12.672207 18.83274 14.3268625 12.653863 14.813182 15.7946821
"HHLA3" 0.953429 1.3861991 0.1407392 1.143715 0.2238484 0.351927 1.5036312 0.7262886 0.8877742 1.428019 0.62256592 0.670525
"HIATL2" 18.264042 20.4217 16.9399 25.8768 19.866504 25.981229 17.653155 22.22753 16.1326487 21.8867 18.6714862 24.83898
"HIP1" 24.5176571 18.2503072 14.734286 7.9577214 8.8110958 14.60345923 10.0966023 7.214461 17.1534601 7.0521084 26.568664 28.782878
"HIST1H1E" 190.973 210.015 181.915 218.47 236.765 483.186 346.486 175.284 227.216 300.328 287.433 195.85
"HIST1H2BN" 28.677609 39.5078763 74.084491 36.716134 35.0671564 70.3316887 31.3622695 21.8993004 48.73866 41.0369844 51.6317454 71.38962
"HIVEP2" 10.5305208063 11.79224461431 7.4645211476 16.13867498 6.479540834 12.61572503035 10.87050649091 16.7424033369 8.538396414648 12.34964642403 19.4327675873 11.659056937
"HK2" 27.04474 21.09611 16.393377 28.41346 13.38851 10.706507 9.497501 24.87766 12.97151 11.88017 17.78508 20.20206
"HK3" 48.884281 33.417221 44.90142 48.705395 44.014866 25.882367 22.7124127 47.9519663 33.393191 25.5665005 27.371891 45.733959
"HLCS" 2.19062470430336 5.00033300019996 3.2342970667089 3.2497580042149 4.4562890252581 4.30904400211379 4.56306200168134 3.157286 3.87788300006226 5.48069300907337 4.685082 3.85087000030546
"HLTF" 3.025282387 2.6133781 1.8126 3.014366 3.802743 6.577148 5.383177 3.9395526 4.473753 5.436803 5.0179821 5.572134
"HLX" 24.288786 17.9178 14.401752 13.706766 6.184767 7.18562 5.579844 28.57323 9.707147 6.428543 17.340571 16.12217
"HMGA1P4" 0 0.1429 0 0 0.109567 0 0 0 0 0 0 0
"HMGN4" 2.26623 1.20572 1.44098 2.333 1.98578 2.69822 3.14053 2.58459 2.74624 3.0285 2.09302 1.40327
"HMOX1" 34.8789672 24.2229847 25.5963438 36.637527 29.279885 20.68043 13.359377 12.91679 16.471014 24.3215934 33.0255203 33.0040551
"HNMT" 21.58133 5.944441 15.33203 13.2487763 11.60616 15.830432 20.752121 10.787173 26.09286 17.24118 11.2121 14.278594
"HNRNPLL" 20.718089123582 10.3143230072419 11.3460465 19.021276 13.5170870003383 16.976369 21.0972142 26.123913 18.0023117095 17.932761 15.3154442 17.109579
"HOMER2" 2.03137862 1.75448717 2.5443453 2.5989061 1.488956 2.52570911 3.8175716 2.37200411 1.54309544 2.81752938 3.54284031 1.5896939
"HOPX" 1.1099985 0.7361051 1.0598763 0.6251827 1.2174954 1.1294827 2.33071210791643 0.6478089 2.1965341 1.9968169 1.051135 1.8586861
"HOXA10" 0.337462976 0.3378853 0.319549 0.280474 0.3619182 0.3584751 0.2509428 0.40505783806 0.4262312 0.649188 0.4961601 0.74551663
"HOXB4" 0.27705 0.31918 0.250397 0.484546 0.476598 0.592202 0.385015 0.237725 0.287746 0.350244 0.47563 0.548718
"HP" 59.65532962 6.948021 38.2053442 16.487192 27.637061745 22.8049189 28.21808 23.736483 35.669402 53.611 7.574837 26.357375
"HPGD" 8.4161148 5.497395 6.02862 6.962198 6.7022732 13.744356 8.173299 14.1560862 10.3412279 7.291045 11.0340148 12.5466179001807
"HPSE" 22.009505 11.4546662 10.882136 17.858471 10.7525978 10.167079 11.606477617 19.789287 10.147742 7.6052287 14.5164496 18.128529
"HRASLS2" 0 0.187702 0.323525 0.166184 0.218111 2.76409 0.0720681 0.132264 0 0.0963876 0.611872 0.401928
"HRH2" 110.44982 50.82381 74.25103 65.94236 32.20676 28.105746 41.87012 57.51573 39.81523 30.03041 60.61661 63.72812
"HS2ST1" 4.976642 2.802036 4.883962 4.888207 2.628418 7.088431 8.113244 6.160816 5.146809 6.039212 3.822937 2.906443
"HSD11B1L" 0.3101638 0.5171486 0.0734497 0.6327472 0.2049734 0.2950448 0.1805426 0.3837052 0.1906775 0.3193621 0.3807845110209 0.2157578
"HSD17B7" 15.080246 14.8276502 13.3452533 19.928325 9.735683 13.802463 17.5180311 14.998126 17.830763 19.9695116 19.076034 13.923781
"HSH2D" 40.652823 36.3659303 36.8292156 31.8163916 19.0750387 26.74371 23.583747 49.4218009 26.0865579 20.1453745 47.9468456 43.367903
"HVCN1" 67.3829915 42.461798 48.56143 53.0143086 28.8680556 30.2843041 49.9132951 52.7512493 38.4638195 51.4151015 70.877663 45.1186578
"HYAL3" 1.750284 1.413421 2.2124199 2.6971185 1.917658 2.416596 3.435515312 1.276785 1.730139 2.45793 3.31166175335 3.414179
"HYLS1" 3.523826 2.45998 1.59494 3.200576 2.30721 3.81362 6.241528691 4.925516 6.41758 5.355809 5.645069 4.17736
"HYPK" 4.534116 2.717121 1.8873039107522 3.931603 2.147666 2.208222 2.841093 3.06650576 2.24002 3.6485299568 3.46576657348 2.9173543132
"ICA1" 3.764587 4.137787 2.463673 2.9866847 3.12200793656 1.8415608 2.1805998 1.6726646335849 2.052397 2.0640621 2.5781889 2.4044089
"ICOS" 3.06045 5.48369 1.55153 8.61305 2.10661 7.14604 12.4662 7.28532 7.40294 9.60718 6.06266 3.35275
"ID2" 77.715279 52.609561 67.208658 50.77965 72.543399 74.361537 59.992622 54.071454 68.077922 67.37491 69.76378 93.5506166
"ID3" 0.618346 3.05361 1.953152 3.389372 0.965951 3.042565 3.687576 2.111756 1.584671 4.78444 4.641807 1.915162
"IER3" 13.38795 12.759 9.84856 11.70009 7.12707 6.54905 10.65298 15.06385 7.67715 4.3199 9.89402 12.07023
"IER5" 8.78999 5.42495 7.11292 7.62412 7.55759 5.97031 4.42368 5.27477 5.56631 7.9432 8.30768 6.12365
"IFI27L1" 0.3335493 1.103835 0.398756 0.7440517 0.819244 0.89307 0.6212368 0.160011 0.1733536 0.6733139 0.754774 0.570585
"IFI30" 326.707887 156.533878 204.469887 194.862579 179.137728 154.000656 140.915622 279.397651 171.440792 155.014842 215.156562 234.1242
"IFI44L" 12.4287769 8.046807 6.580916 7.960244 25.1328116 52.604854 8.88313969 84.7905278 18.182981 30.7310487 57.63198 66.700811
"IFIH1" 18.347295 9.34314 8.563845 11.021535 13.554812 16.549273 12.466901 39.09037 18.278219 14.528258 24.651355 25.49345
"IFITM1" 106.745597 47.90924 93.34997 83.74073 72.46797 107.08748 106.518 271.81954 110.8122 81.3061 138.9470038464 133.546535
"IFITM3" 193.407834 52.74539 59.40636 74.79937 290.271237 243.91401 66.84373 228.740005 118.71463 113.974954 397.784436 280.32642
"IFNG" 0.514869 0.16198 0.161472 0.386905 0.426136 1.3588 0.903353 0.336823 1.32679 2.0789 0.12271 0.563511
"IFNGR2" 630.56661 339.97354 349.838562 390.617774 217.10286 242.70253 348.737025 686.70749 390.863413 269.76545 377.64406 369.85118
"IFNL1" 0.0193885 0.128235 0.319574 0.0879353 0.219056 0.263308 0.208343 0.346817 0.276067 0.524834 0.289471 0.490027
"IFNLR1" 0.4436169 0.6690931 0.836765 0.4157194 0.50090714 0.81156595 0.6240347 0.7100334 1.0431989 1.1162425 1.3924092 0.5821683
"IFT172" 3.52253400308 4.61762 1.6713678 4.449342 3.910031 4.1476595 1.6551011 2.6909496 2.621138 6.2417914 3.5144996 3.149694
"IFT43" 5.7870831 6.446434 5.5155141 6.2120406 6.0996325 7.9501794 7.496671 5.361214 6.357314 8.178576 8.927035 5.5006494
"IFT57" 3.698684 3.263441 2.1262725 3.1250294 2.165001 7.4031543 7.999433 5.2332447 5.666409 8.797828 5.5299029 4.941405
"IGFBP3" 0.4236589 0.177998 0.0425685 0.44488 0.638878 0.733629 0.3472394 0.243692 0.694484 0.433949675657 0.6089291 0.0889875
"IGFBP4" 0.0638939 0.169576 0.163148 0.163911 0.116712 0.301273 0.197445 0.0832105 0.117461 0.33112 0.238512 0.17199
"IGFBP7" 10.36805 5.2925157 8.44254 7.72231 4.942621 12.344721 12.373139 8.512475 11.083368 9.407319 5.7151089 12.239307
"IGLL5" 13.784034 91.393471 38.28815 36.911777 51.405338 429.050767 57.143496323 51.096294 29.868773 85.6591796 102.875617 46.20836396
"IGSF6" 100.51091 47.55414 64.24366 60.544049 35.514156 32.84129 56.491612 113.04627 63.938012 36.611955 55.002071 61.65224
"IGSF9B" 1.6865426 2.090325 1.50349 8.910015 1.538332 5.9703438 3.5704751 3.6492059 1.641975 3.1040023 5.946305 1.8242104
"IKBKAP" 16.652295 17.415989 13.0787563 20.0780091 15.4033 29.4957975 16.0993675 14.7740829 16.0119075 23.5391138 24.9353713 23.8187
"IL12A" 0.3864566 0.3290816 0.143853 0.0506379 0.174822 0.374018 0.709809 0.3355913 0.19697 0.53005 0.2504308 0.0865312
"IL12RB2" 7.006563 12.42572176 4.679044644417 7.02251074 6.282569 9.629751758 9.861128 14.656764 6.565978 15.672948 8.394093 15.799117
"IL13RA1" 149.099086 62.423739 59.100986 64.384417 32.147618 33.497371 53.743371 125.432788 51.363731 39.40706 64.41048 58.755818
"IL18" 7.561647 2.6518299 5.7994584 5.283702 4.4092663 4.650053 7.931011 4.2059627 5.038854 4.1473178 4.2812284 4.848588
"IL18R1" 21.3930704 10.803782 10.963438 11.1984163 8.9859076 12.677129 11.075618 32.831636 10.9371516 10.591204 10.358476 18.999419
"IL18RAP" 79.56339 19.57413 76.95374 25.863839 17.282079 32.18585 23.72354 184.0932 34.3416 33.86789 28.545912 56.43937
"IL1B" 74.195983 34.995816 71.7387896 43.30089 33.72969 59.15100307642 31.957542 105.920397 70.368583 44.6115 60.10395 74.130908
"IL1R2" 124.6421863 98.131242 64.9290471 58.957824 29.223158 30.93404 41.017042 103.8823347 44.4440139 20.667974 63.604814 84.780836
"IL1RN" 74.53959 34.398177 39.33071 38.586 21.382741 40.8138 31.4646175 86.593673 41.68936 25.11108 49.5700406 43.522902
"IL21R" 1.7496157953 2.9004601 1.4822628 2.7402209 2.18043 2.8015175 2.518273 2.0938929 2.141867 3.57908000126728 4.58600500955938 1.5510661954
"IL23A" 0.304387 0.42045 0.159679 0.913994 0.352267 0.481698 1.14994 1.212097698326 0.592915 0.700032725 0.9832975 0.649648
"IL2RB" 24.572218 27.729813 31.187945 33.699245 31.026726 44.18831 25.955795 19.496048 18.435058 29.046438 37.580775 45.241816
"IL32" 92.9833628 123.599289 72.1923192 205.0125291 114.0884066 212.4090215 183.153614 113.99492586555 147.318584 172.1217767 171.4553491 103.29739
"IL4R" 125.949121 104.530118 101.186241435 148.3541352 50.662217 89.676808 90.436556 165.181848 85.112101 102.378661 121.2672933 98.18312
"IL6R" 325.849946 254.292487 194.202813 285.21813 103.1747001 120.8026137 121.4596201 329.4130836 135.13338 93.7527835 246.544639 235.2923645
"IL6ST" 49.7763925 56.1910661 30.8749667 69.7085260000658 25.8693743 50.49683 56.6139447 61.603259970096 51.9291209 59.208833 57.7977473069925 44.7516823
"IL7" 0.3640806 0.6781254 0.36293357 0.6519968 0.752133 0.3362976089771 1.5410097 0.7754444 0.6025097 0.990523 0.6651237 0.4984698122277
"IL7R" 281.7446717 450.533015 102.230637 494.05181 148.580709 450.742918 842.1422 528.61767 447.51242 591.40637 416.58646 265.04793
"IMPA2" 49.2032872 30.500587 24.802471 25.31977 12.2185092 8.5675595 16.357675 34.830653 17.031398 14.876796 21.5624322 22.837012
"INADL" 11.572428 13.4779761 8.0233353 17.696939 7.7570194 13.7080330092057 21.184344 15.499834 11.814632 17.099842 17.666116 11.49536
"INF2" 5.79771863 12.0304741 5.351483 12.1649533 4.9186132 10.657842 5.4949235 3.27538996 5.96549906 4.5599787 12.7773292 5.1426106
"ING2" 6.902606 3.289456 3.5585 4.61451 2.996736 3.90324 5.985372 5.993657 5.758301 4.54788 4.554184 4.693247
"INPP4B" 24.6200565 40.2973501 13.7480146 72.9583734 19.49637083 47.4570074 62.8824726 35.9734096 39.1094974 44.1557919 52.5662285 25.721797
"INPPL1" 45.6073481 35.0837648 27.59387 45.2039196 31.7676663 23.956694 22.8972046 32.9523461 31.2332992 28.5706738 39.3879048 38.800012
"INSR" 9.175824 6.0023943 6.437484 6.618997 7.28991 4.905368 2.531113 4.247376 2.6212124 4.145052 4.748892 6.9826965
"INTS12" 7.786063 3.306096 3.868734 6.902253 3.834231 7.070641 7.0218337 6.1656832 7.9200111 7.197643 7.2414227 7.346971
"INTS7" 7.1214165 14.1794360023188 4.69018 9.3326554 10.537219 11.23958042 9.826049 6.532158 9.2483925 17.3096790132428 11.1635 13.156687
"IPO8" 24.33293378756 23.295583 15.690987 30.8944 26.936755 19.141637 29.958384 34.075648 26.014536 29.230448 29.9781624 26.949185
"IPP" 3.41906 4.5746145 2.882909 6.413109 3.001913 5.0855 4.614712 6.0854349 4.719407 6.533474 4.012675 5.6218
"IQCB1" 10.822468 7.792253 8.11725 17.566059 11.1474625 13.065997 22.98367 15.742198 20.055156 16.90293 11.453139 12.127205
"IRAK3" 87.085845 41.090826 37.824448 50.016358 32.270582 21.369896 37.939486 57.566794 43.77032 31.601015 30.475957 56.188385
"IRF2BP1" 0.683423 0.985521 0.559743 0.878516 0.671387 0.796591 0.55792 0.750712 0.47401 0.580823 0.869203 0.888398
"IRF5" 11.6724860664062 8.555056 7.2090773101595 9.750592190448 9.04451430224698 5.8077157 6.5704887 8.20686960012627 8.3386396 11.1796818513 10.438352 10.2538240005977
"IRF8" 153.49957 143.3817 129.984159 118.587371 98.611835 91.606929 135.309488 143.360683 103.509634 152.37161 151.3532568 169.986022
"IRS2" 4.80709 6.83641 4.44377 5.12508 2.94428 2.08033 1.71879 3.44292 1.34754 1.20856 2.90476 6.26977
"ISL2" 0.925397 0.619034 0.906348 0.8530242 0.364802 0.226911 0.283113 0.48177 0.482102 0.141656 0.874826 0.3942076
"ISOC1" 3.98294 4.81301 5.81237 6.18827 3.1249 4.06445 6.695688 4.25683 4.48413 6.54943 5.161372 6.1944
"ISYNA1" 3.18469600407309 5.2164667 1.894399373 5.9980326 1.83973130028521 2.865802 2.956659 3.007992761 3.1461755 3.4600599 4.3783009 3.7689879
"ITGA2B" 29.0304383 22.9499229 26.9819712 42.5881974 40.54192941 39.9732374 6.612137 15.0301716 5.7740431 14.91195 40.0480264 23.710168
"ITGA6" 71.324777 80.274273 40.037982671 99.779910342 28.57878123 53.991736 110.89708 110.84666491 60.101826 84.523019 76.1941691612 57.19171535076
"ITGAM" 97.675565 64.986747 65.0127242 77.341097 51.262752 41.989499 54.0505424 99.1331417 53.478599 46.867087 67.426426 79.785413
"ITK" 76.3803797 122.904471 49.192926 170.80711 61.46949 144.231027 154.56393 126.7106453 104.14465 150.470604 169.639195 83.9624228
"ITM2C" 8.5982243 13.67414 6.727039 7.2499001 5.2606176 14.3620547 11.3360329 9.9113937 3.9617675 7.466075597 11.9949652 14.3887527
"ITPR3" 2.64673 4.57728 1.7858 5.34032 2.24435 4.98165 4.38299 3.80738 4.49474 7.11017 5.26376 3.72514
"ITPRIPL2" 0.3613236 0.2951892 0.2123946 0.4731672 0.4856278 0.2831609 0.2853464 0.391604 0.206097 0.368464 0.4060082 0.6221697
"IWS1" 25.535504 15.933306 16.0003924 20.1823293 12.1709155 16.662183 19.3029647 24.4728479 18.0771974 19.379555 22.730890975 19.21649
"JAKMIP1" 0.79615043454 1.435116 1.0056918 2.1827517 3.197746 2.6633 1.0946713 1.6080584 3.11774669809 3.328917 3.304006 2.057363
