"" "T cells CD8" "Monocytes" "T cells CD4" "NKT cells" "B cells" "NK cells"
"MPHOSPH9" -0.0234130899211567 -0.0748284690165932 -0.0331319121728163 -0.0183630771846998 -0.0784919213020963 0.154090745958226
"MPI" -0.089782032947954 -0.0741461916211363 -0.0518683856475573 -0.0411416814938532 -0.09641978855325 -0.09641978855325
"MPND" -0.0686399240062879 -0.0582394711026811 -0.0902265413253799 -0.0752149885801623 -0.09641978855325 -0.0148320859205003
"MPP6" -0.0900651111787304 -0.0939346789497399 -0.0882555538847581 -0.09641978855325 -0.0420726323319489 -0.0657632965796891
"MPP7" -0.089088270210618 -0.0168202703450484 -0.0421101954931757 -0.076878110146679 -0.09641978855325 -0.0681432084565839
"MPV17L2" -0.0714855812624954 -0.0881316130607826 -0.091213829039329 -0.05691784476998 -0.00655882081073849 -0.09641978855325
"MPZL1" -0.0877817773810338 -0.0418048329303469 -0.0834064799450157 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MREG" -0.09641978855325 -0.09641978855325 -0.0909822292930617 -0.0718501991399883 -0.09641978855325 -0.0641909330141584
"MRPL38" -0.0689769955451964 -0.0874769331639103 -0.0725690791787171 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MS4A1" -0.0428206149280756 -0.0912225060986094 -0.0870879441133583 -0.0492309359544758 2.21962195118007 -0.0525622357502578
"MS4A6A" 0.0571483480743521 1.56558074060659 -0.0358506877343212 0.00997310117850405 -0.0813624271004515 0.0174607998749991
"MS4A7" -0.073629698625616 0.372273325549583 -0.09641978855325 -0.09641978855325 -0.00110886695337493 -0.0836295249694706
"MSC" 0.0123062457612241 -0.0939969743035977 -0.0897037587602561 0.0319877404125852 -0.09641978855325 -0.09641978855325
"MSH2" -0.0186517105225484 -0.0921627671448387 -0.0852122743837455 -0.0819048311152616 -0.0384342707548097 -0.09641978855325
"MSRB1" 0.0208370504766278 0.497685311903715 -0.0366050998326258 -0.0511369161287554 -0.0460179261320025 -0.052651887592981
"MT1E" 0.0370790594262655 -0.0524764706779009 -0.078983312737159 -0.0402426003922877 -0.09641978855325 -0.032689400614184
"MTAP" -0.0688926381217235 -0.0764590907099247 -0.0685383711465232 -0.0574582960127097 0.0250274484500957 -0.09641978855325
"MTBP" -0.09641978855325 -0.095103949779732 -0.0782108055766355 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MTG2" -0.0614558168520428 -0.0756298118021335 -0.0760469649801824 -0.09641978855325 -0.0216027988076232 -0.0743287103527296
"MTHFD1" -0.0788725648799495 -0.0829014744929415 -0.0760172735886218 -0.0754226320220353 0.0710508575736639 -0.09641978855325
"MTHFSD" -0.0604180489937301 -0.0843362999359007 -0.0886807159103942 -0.0790892919796048 -0.09641978855325 -0.09641978855325
"MTMR1" -0.0807120496634352 -0.0862551389384442 -0.09641978855325 -0.076878110146679 -0.0877968813815516 -0.0353858269228498
"MTMR10" -0.0794824454030117 -0.0356614885018162 -0.0897502318806109 -0.0300732569457669 -0.09641978855325 -0.09641978855325
"MTMR11" -0.0734741546176304 0.0919260715565721 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MTRNR2L2" -0.0877589534019766 0.0927101060334821 -0.0508932108914228 -0.09641978855325 -0.0643979660596744 -0.09641978855325
"MTRR" -0.066677436340999 -0.0644602645198137 -0.0529119964423263 -0.0415312932061429 -0.09641978855325 -0.09641978855325
"MUC20" -0.09641978855325 -0.0944110846192985 -0.088765008056266 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MUL1" -0.0743579797310665 -0.0870679124650975 -0.0870902599781914 -0.09641978855325 -0.0410703613879294 -0.09641978855325
"MUM1" -0.0703064442932799 -0.0876859253229189 -0.0768362182223874 -0.0564853915684647 -0.0536964132029351 0.0624399154506768
"MUT" -0.0753293955649217 -0.0642348621672775 -0.0886807159103942 -0.0387151005135814 -0.09641978855325 -0.09641978855325
"MVB12B" -0.0675356437588864 -0.0926226233054354 -0.09641978855325 -0.09641978855325 -0.0745859061982703 -0.09641978855325
"MXD1" -0.0555303741777172 0.154072858139971 -0.0672374201000905 -0.0395996622086302 -0.0263580974759903 -0.09641978855325
"MXRA7" -0.0856089177225018 -0.0948387457838214 -0.09641978855325 -0.0478034914288189 -0.09641978855325 -0.09641978855325
"MYB" -0.0849469715854402 -0.09641978855325 -0.0756233084811106 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MYBBP1A" -0.0898947761429485 -0.093829432868634 -0.0893132754607266 -0.0372057195071849 -0.0784697367795891 -0.09641978855325
"MYBL1" 0.0643440792871581 -0.0945692341110309 -0.0827141806776289 0.0588839256961536 -0.09641978855325 0.0678480546989619
"MYBL2" -0.0906347893151285 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0124636846523572 -0.09641978855325
"MYC" -0.0185747004318207 0.00377870119715672 0.34524894318472 -0.084592876049457 0.256201421354713 -0.045985146747415
"MYCL" -0.0945159441392794 -0.0213375246545113 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MYEF2" -0.0948386794367217 -0.09641978855325 -0.0903524112780326 -0.0832428020522829 -0.0489528363177287 -0.0532840983214833
"MYH11" -0.0886294695538785 -0.0887768786073921 -0.0776797312159919 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MYH7B" -0.0814591916533427 -0.0932831468816898 -0.09641978855325 -0.0531210279702411 -0.09641978855325 -0.09641978855325
"MYL9" -0.0323689142300822 0.493015357170441 -0.0601422464670673 -0.0522454310121565 -0.09641978855325 -0.0712024676503326
"MYO19" -0.0589114443803626 -0.0844310471793933 -0.0918727313150496 -0.0521253174983557 -0.0234342006811005 0.0299335729193277
"MYO1C" -0.0816650812272487 -0.0895118793238562 -0.0825281319873213 -0.09641978855325 -0.0557671583525168 -0.09641978855325
"MYO1E" -0.0924856743421905 -0.0864453963256912 -0.0903305073889524 -0.09641978855325 -0.0324453932910039 -0.0640452768426953
"MYO5A" -0.0362204062498846 -0.0292260238544939 -0.0891712673563853 -0.09641978855325 -0.09641978855325 -0.0543646009339423
"MYO6" -0.0531469750398838 -0.09641978855325 -0.09641978855325 -0.0552864309962163 -0.09641978855325 -0.0712024676503326
"MYOF" -0.0944527314477203 -0.0597724195366696 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"MZB1" -0.0785895550901226 -0.0920345702384587 -0.09641978855325 -0.0593324974950514 0.298898535064691 -0.0597345702646425
"N4BP3" -0.09641978855325 -0.0953803320623219 -0.09641978855325 -0.09641978855325 0.0394639482168495 -0.09641978855325
"N6AMT1" -0.09641978855325 -0.09641978855325 -0.0819491351574214 -0.0313185169676009 -0.0174973993274539 -0.0523044881166575
"NAA40" -0.0704452376419231 -0.0778181521847039 -0.0829965335062756 -0.0329936915282654 -0.09641978855325 0.0822225949973807
"NAALADL1" -0.0630369909021923 -0.0793003326346418 -0.0673776795927022 -0.0792198815259788 -0.09641978855325 0.053931321030688
"NAB2" -0.0901827903893696 -0.0932831468816898 -0.0891712673563853 -0.09641978855325 -0.070288943086752 -0.09641978855325
"NABP2" -0.0327894423343916 -0.067486196511827 -0.0520938239747058 -0.0352715194073698 -0.09641978855325 0.0749889019021551
"NACC2" -0.0707810905938743 0.0735553354343919 -0.0586420559675204 -0.0759451307088653 -0.09641978855325 -0.09641978855325
"NAIP" -0.0710193848312501 0.210592951248741 -0.0797642891779215 -0.0724494574183606 -0.09641978855325 0.0103925509143753
"NAMPT" -0.0542243926320273 0.381429396423426 -0.0272729116423567 -0.0515611635725761 -0.066898779976115 -0.0654421511767604
"NARS2" -0.0686313576616308 -0.0886007762216493 -0.090625453676883 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NAT1" -0.0900749506791813 -0.0916099109276791 -0.09641978855325 -0.0461082935235863 -0.09641978855325 -0.034852131332922
"NBPF20" -0.079791953412798 -0.0912614516145748 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0148320859205003
"NCALD" -0.0560831751959363 -0.0921440896968774 -0.0806926940776283 -0.0412268756130989 -0.09641978855325 0.108776889166442
"NCAM1" -0.0743848144010838 -0.09641978855325 -0.09641978855325 -0.0594171389992532 -0.09641978855325 0.159796013348814
"NCF1" 0.17503059473261 1.87322373574857 0.165914586855131 -0.0341317837039855 0.916116668764426 -0.0369320002552892
"NCF2" -0.0371013645224567 0.689850399160044 -0.0658721173539458 -0.0738846237410864 -0.0620354671557042 -0.0836295249694706
"NCKAP5L" -0.0878936907696765 -0.0738555264926812 -0.0729865688361842 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NCMAP" -0.0875374739715967 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0245168835942336
"NCR1" -0.0508475570115093 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.127355225332644
"NCR3" 0.0482586524587769 -0.0917535286227042 -0.0325951249026187 0.0664751916888319 0.0306396877769467 0.43939964595121
"NDC80" -0.0743476750334457 -0.09641978855325 -0.0774213696146442 -0.0589530252410501 -0.09641978855325 -0.0634087273036859
"NDE1" -0.0402302065822513 -0.0101225674483074 0.00938725870803439 -0.09641978855325 0.00504502193217676 0.166520096143496
"NDEL1" -0.0624573887906142 -0.0582906629832622 -0.0561036775693228 -0.0186741891282579 -0.0709205390000271 -0.09641978855325
"NDRG3" -0.0446328056704123 -0.0660194629089364 -0.0707803289962057 -0.0759273421268979 -0.00541457038465615 -0.09641978855325
"NDUFAF4" -0.0672595117354451 -0.0867734243551044 -0.0247164808114075 0.0833283497691849 -0.0379353102960748 0.00365094400485408
"NDUFAF5" -0.0794210598582027 -0.0752804753173326 -0.09641978855325 -0.0512953714661353 -0.09641978855325 -0.09641978855325
"NEIL1" -0.0932575703201933 -0.0897548079342209 -0.0853917997823417 -0.09641978855325 -0.0641126936989299 -0.0301356239698868
"NELL2" -0.0804995312252131 -0.0939540634245167 0.0367061265458231 -0.09641978855325 -0.09641978855325 -0.0720710452114573
"NETO2" -0.0945159441392794 -0.0623002369926901 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NEXN" -0.0891133259196642 -0.0407207361029626 -0.09641978855325 -0.0746473523962673 -0.09641978855325 -0.09641978855325
"NF2" -0.0683146180880928 -0.0697440241813624 -0.0691638659401092 0.00858308887292416 -0.09641978855325 -0.09641978855325
"NFAM1" -0.0885715043186291 0.109661990962491 -0.0645799294115467 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NFATC1" -0.0840160137656152 -0.0736630704431053 -0.0348246542680915 -0.0572975591582936 0.0710949296611821 -0.0532840983214833
"NFATC2" 0.0105388484871032 -0.0931187510229852 -0.0494363452344517 0.0427361774879967 -0.09641978855325 0.144563030765782
"NFE2" -0.0913723215733647 0.138656747124435 -0.0917789001710505 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NFE2L1" -0.0721904086101644 -0.0615555064008676 -0.0740038374695557 -0.09641978855325 0.0191166014330893 -0.0398421896723657
"NFIL3" -0.0860844466214411 -0.0517919064502202 -0.09641978855325 -0.0718501991399883 -0.09641978855325 -0.0641909330141584
"NFIX" -0.0933295111824586 -0.0880943280677364 -0.0867021731953825 -0.0792282391095683 -0.0531509277341904 -0.09641978855325
"NFKB2" -0.0558644204990563 -0.0735173329493397 -0.044776053403287 -0.0546600389792819 0.176207164406325 -0.0657632965796891
"NFKBIB" -0.035075248962051 -0.0846069974230103 -0.0827815710838984 -0.0750484755027536 0.0627398764211141 -0.0592008746747147
"NFKBID" -0.0888566242634816 -0.0740669891709401 -0.0759186272242442 -0.0584509307141366 0.0245190975115467 -0.09641978855325
"NFKBIE" -0.0778617767957043 -0.0761292503410046 -0.0775574938867615 -0.0813771827900286 -0.0238373081975435 -0.09641978855325
"NGRN" -0.0683584281000476 -0.0946883554916904 -0.0883182953615573 -0.09641978855325 -0.09641978855325 -0.0589673645841558
"NHSL2" -0.0902392338116672 -0.0954712339177729 -0.0788820045243997 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NID1" -0.09641978855325 -0.056818095369178 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NIP7" -0.00126773609183044 -0.080731254771293 -0.0720982565171912 0.0765800602939406 -0.0234342006811005 -0.0420142167216899
"NIPA1" -0.09641978855325 -0.0925573203485451 -0.0903172889783208 -0.0724494574183606 -0.0770009323422865 -0.09641978855325
"NIPAL2" -0.0860552560706897 -0.0848257193946906 -0.09641978855325 -0.0756628458984557 -0.0489528363177287 -0.0712024676503326
"NKG7" 11.013649972554 0.0996202167681459 0.106819470246936 15.7575034476289 0.0795069724796379 17.9102313610667
"NLRC4" -0.0875374739715967 0.0129638592015717 -0.09641978855325 -0.09641978855325 -0.0740944548255244 -0.09641978855325
"NLRP12" -0.0881094127675423 0.0013958935369486 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0532840983214833
"NLRP3" -0.0944527314477203 -0.0206111133079337 -0.0911072503406188 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NME4" -0.0852875411635588 -0.063777915185112 -0.0714196635040861 -0.09641978855325 0.0756570476005488 -0.0641909330141584
"NME8" -0.092522159072905 -0.0815457633164447 -0.09641978855325 -0.0759451307088653 -0.0813624271004515 -0.0543646009339423
"NMRAL1" 0.0142474950837306 -0.0465740766683828 -0.0794246129530678 0.164368795412769 -0.0813624271004515 -0.0584658576657403
"NMT2" 0.0258219476991589 -0.0921440896968774 0.0302942469023348 0.06947049117824 -0.0877968813815516 0.00780016038634553
"NMUR1" -0.0834377517526922 -0.0947869884873354 -0.09641978855325 -0.030483482853771 -0.09641978855325 0.0152673566184741
"NOD2" -0.092565962967687 -0.0582300593078253 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NOG" -0.09641978855325 -0.09641978855325 -0.0776133118807515 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NOL3" -0.09641978855325 -0.0755591713965491 -0.0832576279406052 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NOSIP" 0.123944979205602 0.104789582476466 1.31858854320828 0.0852608887065403 0.100197866490926 0.144382104297085
"NPDC1" 0.0521917673360972 -0.0935785919370957 0.00750829054273033 -0.0756628458984557 -0.09641978855325 -0.09641978855325
"NPIPB11" -0.0717787744401177 -0.0893808683025063 -0.09641978855325 -0.0721784670355406 -0.09641978855325 -0.09641978855325
"NPL" -0.072895523858885 0.0638943381388976 -0.0724440309530887 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NPRL2" -0.0218847665986441 -0.087234624606677 -0.0500482455249404 -0.0314031139517345 -0.09641978855325 0.244211387251972
"NPTN" -0.0781050350187098 0.145358073087449 -0.0317919169271085 -0.0577490150820086 -0.09641978855325 -0.09641978855325
"NR2F6" -0.0829170195774826 -0.0942422540548946 -0.0811032765667762 -0.09641978855325 -0.070288943086752 -0.09641978855325
"NRG1" -0.09641978855325 -0.0201129687709087 -0.09641978855325 -0.0822393441624297 -0.09641978855325 -0.0836295249694706
"NRGN" 0.0162493578984084 0.870536786039218 -0.00831718837968055 0.0571195628501487 -0.09641978855325 0.0476109595535776
"NRIP1" -0.0646069995603949 -0.000950202915952665 -0.0882138489642915 -0.09641978855325 -0.0723436298983293 -0.09641978855325
"NRIP2" -0.0778916585256176 -0.09641978855325 -0.0889794229488811 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NSDHL" -0.0824887342862463 -0.0777733103565618 -0.0815693768856237 -0.0449795148148278 -0.09641978855325 -0.09641978855325
"NT5E" -0.0926337942874637 -0.09641978855325 -0.084779040264679 -0.09641978855325 0.0437211845553489 -0.09641978855325
"NTHL1" -0.0588210971692015 -0.07093450469462 -0.0683405345470017 -0.09641978855325 -0.0578531269657732 0.049260045377924
"NUAK2" -0.0763088913339742 -0.0443401778041404 -0.0822840714136597 -0.09641978855325 -0.015571587881639 -0.0597345702646425
"NUDT19" -0.035222476761474 -0.0644340641990895 -0.0917344249907211 -0.0746473523962673 -0.09641978855325 -0.0641909330141584
"NUDT8" -0.0796656821866868 -0.0876371918728812 -0.082930187920479 -0.029926518074262 -0.062167402273227 -0.09641978855325
"NUF2" -0.0863804881195969 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"NUGGC" -0.0781929465647268 -0.09641978855325 -0.0800202359128526 -0.00909592506572741 -0.09641978855325 -0.09641978855325
"NUP214" -0.00240887583482635 0.946455803733249 -0.0571677338441606 0.00283913827090046 -0.0234342006811005 -0.037828200136127
"NUP88" -0.0533321869725279 -0.080788418046925 -0.0700090391078385 -0.0401813563917014 0.0391607601258783 -0.09641978855325
"OAF" -0.0937635389030754 -0.0581081575528123 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"OASL" -0.0506460526996769 -0.0830062126021816 -0.09641978855325 0.114083747824361 -0.09641978855325 -0.032752235330125
"OBFC1" -0.0271922329826996 -0.0684136817750852 -0.029088456584447 0.0520547839877821 -0.09641978855325 -0.0261373427930455
"OBSCN" -0.0900204531128501 -0.0925888554684505 -0.0776797312159919 -0.09641978855325 -0.0803066137800317 -0.09641978855325
"ODF3B" -0.0630641738236338 0.186676250815506 -0.0579478680480144 -0.0523085207334173 -0.09641978855325 -0.0514006694303789
"OLFM2" -0.0595517965484238 -0.09641978855325 -0.0688721903217261 -0.0186468766879561 -0.09641978855325 -0.09641978855325
"OLIG1" -0.0918743556151808 0.062341497121726 -0.0917428694280305 -0.09641978855325 -0.09641978855325 -0.09641978855325
"OPRM1" -0.071607084408745 -0.09641978855325 -0.089133694028367 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ORAI2" -0.0354256667570972 -0.0543719877086462 -0.0185519848829513 -0.039783793966324 0.500248366029327 0.096948164140728
"ORC5" -0.0879882910354118 -0.0787848385454313 -0.0854083176771096 -0.0202249166520713 -0.0740944548255244 -0.09641978855325
"OSBP2" -0.0854437855344927 -0.0937809850307689 -0.09641978855325 -0.0487990788931792 -0.09641978855325 -0.09641978855325
"OSBPL5" -0.067685564877239 -0.0849788838203111 -0.09641978855325 -0.0397500416625577 -0.09641978855325 0.0123995626350159
"OSBPL7" -0.0796522072145695 -0.0901663299245624 -0.087546484638276 -0.0724494574183606 -0.09641978855325 -0.0525622357502578
"OSCAR" -0.0574682225215152 0.268093272838111 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"OSGEPL1" -0.0803844057730042 -0.090803357281976 -0.09641978855325 -0.0545197025663429 -0.0803066137800317 -0.00470314471619755
"OTUD1" -0.0659350044563923 -0.0484368060585391 -0.0770344386825587 -0.09641978855325 0.0380114579055744 -0.0532840983214833
"OTUD7A" -0.0832790901235245 -0.09641978855325 -0.0867923291781905 -0.09641978855325 -0.09641978855325 -0.09641978855325
"OTUD7B" -0.061022292281708 -0.0939759429299028 -0.0882614771505394 -0.0742169590866063 -0.09641978855325 -0.0425092834548496
"OXCT1" -0.0482329996026591 -0.0872585716360532 -0.0563967466308707 -0.0129363576748837 -0.09641978855325 -0.09641978855325
"OXNAD1" 0.0282205294091634 -0.0862532489481487 0.162416042488726 0.0932372624140409 -0.0657843385224375 -0.0324202505499078
"P2RX1" -0.0879822617682945 -0.0345068177472882 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"P2RX5" -0.0397524700793735 -0.0904746756110924 -0.0903524112780326 -0.0496770475210679 0.35733519306994 -0.0589673645841558
"P2RX7" -0.0728019331290225 -0.0695503791199302 -0.0908502627731264 -0.09641978855325 -0.09641978855325 -0.09641978855325
"P2RY10" -0.00448341977318883 -0.09641978855325 -0.0624065682853488 -0.0785419670499166 -0.0111721987027959 -0.0657632965796891
"P2RY11" -0.0304585494469912 -0.0902449930867261 -0.0751877443694273 -0.0760042035820458 -0.09641978855325 0.00161958011798546
"P2RY13" -0.0773858610421073 0.218282942191074 -0.0896943863103855 -0.0738846237410864 -0.09641978855325 -0.0641909330141584
"P4HTM" -0.0345354357835814 -0.0733452411978696 -0.0639516812666993 0.0279473515456771 -0.09641978855325 -0.0657632965796891
"PACS2" -0.073054535912819 -0.0545795370204196 -0.09641978855325 -0.0721784670355406 -0.09641978855325 -0.00475643234335206
"PADI2" -0.09641978855325 -0.00949369578262141 -0.09641978855325 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"PAICS" -0.0896467178199122 -0.083463903107301 -0.072640900599063 -0.0796120884320639 -0.0247984942886027 -0.09641978855325
"PAIP2B" -0.0696474429426762 -0.09641978855325 -0.082761592094984 -0.0781070511023718 0.00720124934971202 -0.09641978855325
"PAK1" -0.0324435591704062 0.131478685131374 -0.0875422575926688 -0.0308409944358382 -0.0813624271004515 -0.0836295249694706
"PAK4" -0.0521637730892575 -0.0939213776046706 -0.0880301795877667 -0.09641978855325 -0.066898779976115 -0.0567553351138512
"PAK6" -0.0780136462542168 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PANX1" -0.0948386794367217 -0.0860792352318381 -0.09641978855325 -0.0729658881521252 -0.09641978855325 -0.0766532314584503
"PAQR4" -0.0780189300144096 -0.0886589983226284 -0.09641978855325 -0.0542915328479592 -0.09641978855325 -0.09641978855325
"PAQR8" -0.0628540203824549 -0.0647580170288171 -0.0354390364732463 -0.09641978855325 -0.0785140510564566 -0.09641978855325
"PARD6B" -0.080811132346266 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PARP15" -0.0867793656795874 -0.0954104756380627 -0.0858347186912455 -0.0605805048795968 0.0461962175489162 -0.0720710452114573
"PASK" -0.0792563429907308 -0.0922665880020518 0.0802862845485212 -0.09641978855325 -0.0750836817842267 -0.09641978855325
"PATL2" 0.62839179351885 -0.0805790299113323 0.00906801871950667 1.15915805492408 0.016532666586476 0.351446708746403
"PAWR" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.00674232136816747 -0.0107580612643354
"PAX5" -0.09641978855325 -0.0953803320623219 -0.09641978855325 -0.09641978855325 0.0535818297370541 -0.09641978855325
"PBX4" -0.0641242463364602 -0.0905293194108883 -0.0709856383084409 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PCAT7" -0.092522159072905 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0335216396553001 -0.09641978855325
"PCBP4" -0.0685974264149808 -0.09641978855325 -0.0786663975394771 -0.0135374517780094 -0.09641978855325 -0.09641978855325
"PCDH9" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0060868078960345 -0.09641978855325
"PCGF1" -0.0675559882985672 -0.082058023660333 -0.0870046008194491 -0.0117767860820964 -0.0718803331257352 -0.09641978855325
"PCNXL2" -0.0525510236880976 -0.0897938897521196 -0.054445709596397 -0.0397839789374858 -0.09641978855325 -0.09641978855325
"PCNXL3" -0.0822029316092784 -0.0680696813387251 -0.0882968370362241 -0.0750484755027536 -0.09641978855325 -0.0364812123905626
"PCSK1N" -0.09641978855325 -0.0910034158677297 -0.0433339481832622 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PCYT2" -0.0480498255433432 -0.0739750434801072 -0.0774340079577154 -0.024498538365373 -0.09641978855325 0.0181789753290638
"PDCD1" -0.0583620611638806 -0.0937809850307689 -0.0753816137987951 -0.0527360939238366 -0.09641978855325 -0.09641978855325
"PDE3B" -0.0332288422272191 -0.0697700955675207 0.0115585155426145 -0.0199595819075869 -0.09641978855325 -0.0433968404321884
"PDE4B" -0.0292430524932176 -0.0759089859320971 0.0409161694557106 -0.0795035998106744 0.0451486332344305 -0.09641978855325
"PDE5A" -0.09641978855325 -0.0705100411369498 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PDE6B" -0.0782228012666975 -0.0865791744327522 -0.0774659224495663 -0.09641978855325 -0.0726931304635511 0.00528297147628497
"PDGFD" -0.0398968096370813 -0.09641978855325 -0.09641978855325 -0.029314283033033 -0.09641978855325 0.142134010251434
"PDGFRB" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0796120884320639 -0.09641978855325 -0.0178221761423265
"PDK1" -0.089590275563801 -0.0732236086116755 -0.0181932913781862 -0.067821709573523 -0.0641126936989299 -0.09641978855325
"PDK4" -0.0801435243140389 0.0304382240737961 -0.0810299082383738 -0.0851522061471682 -0.09641978855325 -0.09641978855325
"PDLIM7" -0.0793425853028152 0.0230278991152283 -0.0745846240102102 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PDSS1" -0.0774712657830286 -0.0757214203007517 -0.0865273576469069 -0.09641978855325 -0.09641978855325 -0.0413449528959815
"PDXK" -0.0753313734465694 0.0286008726623061 -0.0712718697476765 -0.0822393441624297 -0.0748537070225461 -0.09641978855325
"PEAK1" -0.0852847130269744 -0.0870054923775892 -0.09641978855325 -0.0451827916539459 -0.0578531269657732 -0.0233988936234722
"PELI2" -0.09641978855325 -0.00961897722771988 -0.0667824616059893 -0.09641978855325 -0.09641978855325 -0.0658765809445715
"PERP" -0.0580472174694122 -0.094596663540812 -0.0335408517337306 -0.0203774294311762 -0.09641978855325 -0.09641978855325
"PEX3" -0.09641978855325 -0.0850074687424156 -0.0903172889783208 -0.0526597388432261 -0.09641978855325 -0.0654540812427799
"PF4" 0.125981070573228 3.07640260623516 0.123024076471764 0.0794263691452458 -0.09641978855325 0.0652460687798942
"PF4V1" -0.0892000437308711 0.0593488864807629 -0.0811759486751621 -0.09641978855325 -0.09641978855325 -0.0567553351138512
"PFAS" -0.0877080974291763 -0.0933176772756909 -0.0882968370362241 -0.0778035250672743 -0.09641978855325 -0.09641978855325
"PFN2" -0.09641978855325 -0.09641978855325 -0.0771078297561668 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PGAP1" -0.09641978855325 -0.0938619658778145 -0.0689653899884318 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PGBD2" -0.0512270367914551 -0.0800536438124364 -0.0883182953615573 -0.0819078079317993 -0.09641978855325 -0.0625128764777274
"PGD" -0.0144511374093345 0.592222822886754 -0.0543482573312125 -0.0608873775027455 -0.0740944548255244 -0.09641978855325
"PHC1" -0.0891714846729386 -0.0928661011166632 -0.0632097248704169 -0.09641978855325 -0.09641978855325 -0.0720710452114573
"PHC2" -0.076891817830557 0.157532738069934 -0.0714024488633143 -0.0851522061471682 -0.0544781951918461 -0.0625128764777274
"PHF12" -0.0129010645760123 -0.0481332772722472 -0.0752469987182973 -0.072252979294304 -0.0740944548255244 -0.09641978855325
"PHF2" -0.0563504306035852 -0.0769947664308973 -0.0780468578810846 -0.0718501991399883 -0.09641978855325 -0.09641978855325
"PHF7" -0.0717534267025071 -0.0845057592771074 -0.091213829039329 -0.09641978855325 -0.0291521743987298 -0.09641978855325
"PHLDB2" -0.0868007561737444 -0.09641978855325 -0.09641978855325 -0.053307685642847 -0.09641978855325 -0.09641978855325
"PHRF1" -0.061401164778553 -0.0665652800473479 -0.0703249762150744 -0.09641978855325 -0.09641978855325 -0.09641978855325
"PHTF2" -0.09641978855325 -0.0698042034502103 -0.0349305266823079 -0.0832428020522829 -0.00818166166375642 -0.09641978855325
"PID1" -0.0864265509108294 0.00174016890210968 -0.09641978855325 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"PIF1" -0.0638382430462937 -0.0954389201952884 -0.09641978855325 -0.0770333727970326 -0.09641978855325 -0.0246427987534305
"PIGO" -0.0922646006603962 -0.0948566922285823 -0.080196176778625 -0.09641978855325 -0.09641978855325 0.0208848013674174
"PIGV" -0.0738646547467331 -0.0850203661645472 -0.088964624431657 -0.09641978855325 -0.0647129348055129 -0.0167112025895046
"PIGW" -0.0724608601606418 -0.0948244106774873 -0.082767575825525 -0.09641978855325 -0.0551345007814553 -0.0811177372334934
