"" "T cells CD8" "Monocytes" "T cells CD4" "NKT cells" "B cells" "NK cells"
"FGL2" -0.00162776587289706 1.60483851531775 -0.01765229208873 0.0272538155599479 -0.0249567731140167 0.0340625691905303
"FHIT" -0.0922646006603962 -0.0861296613999668 0.0778977547884433 -0.09641978855325 -0.09641978855325 -0.0143334597775958
"FHL2" -0.066209193430608 -0.0800164898428653 -0.0891020840738122 -0.09641978855325 -0.09641978855325 -0.0543646009339423
"FHL3" -0.0937635389030754 -0.0413985215806886 -0.0882178392096545 -0.0822393441624297 -0.09641978855325 -0.0514359105555329
"FKBP14" -0.0898947761429485 -0.0939482911456355 -0.0909822292930617 -0.0529888630030091 -0.09641978855325 -0.09641978855325
"FLNB" -0.09641978855325 -0.0867658250767934 -0.0762331428378633 -0.09641978855325 -0.0654715476538259 -0.09641978855325
"FLT3LG" 0.0196727506274946 -0.0807669569660195 0.17319908490347 0.0224357072788095 -0.03737777139898 -0.0766532314584503
"FLYWCH1" -0.0456259595188801 -0.0827575173727377 -0.0834634942675627 -0.09641978855325 -0.09641978855325 0.0529817382305448
"FOLR3" -0.0895348132628506 -0.0122930632734495 -0.0909822292930617 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FOS" 0.286657800560079 3.01497138740619 0.0793687445439401 0.0853312256806872 0.0258312620022668 0.0673417194500148
"FOSB" -0.0701337086223698 -0.0750263555622084 -0.0863316851889532 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FOXO4" -0.0718255114231142 -0.077705115647926 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FPR1" -0.0482966105313715 0.667148178755065 -0.0851062447839882 -0.0680588997716092 -0.09641978855325 -0.09641978855325
"FPR2" -0.0836825104015468 0.0808035849924119 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FRMD4B" -0.0626187630854825 0.0198464347530048 -0.0669876676573903 -0.0791569396851862 -0.09641978855325 -0.09641978855325
"FRMPD3" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0503022218909134 -0.066898779976115 -0.0597345702646425
"FRS3" -0.09641978855325 -0.09641978855325 -0.0883182953615573 -0.09641978855325 -0.0469781057029055 -0.0836295249694706
"FSD1" -0.0948386794367217 -0.093015086668963 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0694938774311852
"FTSJ1" -0.0396263793273984 -0.0704320715255957 -0.0771462893957329 -0.09641978855325 -0.0770009323422865 0.0467711596512426
"FTSJ3" -0.0811963243392594 -0.0696351369536563 -0.0512259757837928 -0.00117397481710599 -0.09641978855325 -0.0811177372334934
"FUT11" 0.0107680335043669 -0.0334103739840535 -0.0549881430783511 0.0507409571564474 -0.09641978855325 -0.045985146747415
"FUT2" -0.0822625041956401 -0.0914496450807385 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0617357974727686
"FUT7" -0.092182429786547 -0.0678774752265445 -0.0604100597488312 -0.0697981115366232 -0.09641978855325 -0.0176744818564287
"FXR2" -0.070363685683623 -0.0685719869779546 -0.0935108795552153 -0.0759451307088653 -0.09641978855325 -0.09641978855325
"FXYD1" -0.0882597332057504 -0.0883952762127073 -0.0417155498049132 -0.0832428020522829 -0.0486834312037158 -0.09641978855325
"FXYD2" -0.090323521069487 -0.0865913201968248 -0.0565448656843243 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FXYD6" -0.0944527314477203 -0.0502563824018104 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"FXYD7" -0.09641978855325 -0.09641978855325 -0.0904553936363107 -0.0747540146677038 -0.00398279526428552 -0.09641978855325
"FYCO1" -0.0670294437268498 -0.0806891699546618 -0.09641978855325 -0.0776901915415524 -0.09641978855325 -0.0210552427823916
"FYN" 0.628435464759673 0.0652929102200567 0.140095655533655 0.281291211749641 -0.0813624271004515 0.706214146981591
"FZD6" -0.09641978855325 -0.0905066516984393 -0.0833868650874734 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FZR1" -0.0479060369287066 -0.0768283135140061 -0.0925577830981603 -0.054517576678544 -0.0723436298983293 -0.09641978855325
"GAB2" -0.0923714410098169 -0.0364061546241076 -0.0810299082383738 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GABARAPL1" 0.107797442681123 -0.0527261446170196 -0.0793014714798957 0.0457046772539579 -0.09641978855325 0.056814683209032
"GALT" -0.0116427618039507 -0.0718351859666353 0.115388282958434 -0.0716437320020617 -0.0292935439934662 0.0219887325279305
"GAMT" -0.0219251606351755 -0.0920557183805211 -0.0431072641318287 -0.09641978855325 -0.0813624271004515 -0.0589673645841558
"GAPT" -0.0681348631621122 0.109323493812872 -0.09641978855325 -0.0822393441624297 0.207901948436837 -0.09641978855325
"GAS7" -0.0719928532798601 0.155453018340681 -0.0883182953615573 -0.0742169590866063 -0.09641978855325 -0.051651582034382
"GAS8" -0.0941086166448071 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0436125607775545 -0.09641978855325
"GATA3" 0.0254276906022036 -0.0906907951252267 0.0392011678426038 0.0451319779817273 -0.09641978855325 0.0603330419718746
"GATM" -0.0889603690259392 -0.0909672529123612 -0.09641978855325 -0.0695759275858019 -0.0803066137800317 -0.09641978855325
"GBA2" -0.0607220200459644 -0.072086991152245 -0.0800860911942609 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GBP5" 0.186632371622131 -0.0768832144683626 0.010566536007651 0.0860218697963057 -0.09641978855325 0.00993787367556905
"GCA" 0.00980123311771167 1.03468295111779 -0.0287890291674397 -0.0112600409429407 0.116861701067328 -0.0237442738642871
"GCAT" -0.09641978855325 -0.0954104756380627 -0.0816487386889181 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GCHFR" -0.0164489696612358 0.0323139358297026 -0.0211429361057768 -0.0756628458984557 -0.027307188417425 0.282072283693985
"GCN1L1" -0.0459935767529493 -0.0650360297191497 -0.0829043167382626 -0.0776653709783246 -0.0785140510564566 -0.09641978855325
"GCSAM" -0.0551027049197596 -0.09641978855325 -0.0589027405122681 -0.0792198815259788 -0.09641978855325 -0.09641978855325
"GFI1" -0.0282147177203136 -0.0946060597470322 -0.07994473161791 -0.0195454153933013 -0.09641978855325 -0.0326546293602002
"GFOD1" -0.0161461727554528 -0.0880977357330002 -0.09641978855325 -0.0525511852010601 -0.00732102590788222 0.141892901845165
"GGA1" 0.501858019409038 -0.0293693064345915 0.0726152022007442 0.0689545031299785 0.0494559296782099 0.0144372611901554
"GGH" -0.077360682536183 -0.0894175378965041 -0.09641978855325 -0.058566962543298 -0.0723436298983293 -0.09641978855325
"GIGYF2" -0.0431829478705456 -0.0435396130088511 -0.0820645073216734 -0.0350973653610478 -0.0706200809683862 0.0512495325837369
"GIMAP5" 0.514959038358535 -0.0164504401098741 0.266697698209277 0.202545356942606 -0.09641978855325 0.261172758254606
"GIMAP7" 0.945913435433815 0.217036713827879 0.93077062624079 1.1121459813344 -0.0784919213020963 0.57895599977474
"GIN1" -0.0585340330861712 -0.0914722596891951 -0.09641978855325 -0.0819906658961958 -0.09641978855325 -0.0634087273036859
"GIPC1" -0.0342233420391746 -0.0901912262565775 -0.0730230595030342 -0.0118729596329656 -0.09641978855325 -0.09641978855325
"GK5" -0.0602643170603006 -0.0917535286227042 -0.09641978855325 -0.0520141296199623 -0.09641978855325 -0.09641978855325
"GKAP1" -0.0749610337706351 -0.093278669375458 -0.0851648791971069 -0.09641978855325 -0.0234342006811005 -0.09641978855325
"GLA" -0.0877894948780105 -0.0420198847941824 -0.0853338149580451 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GLB1L2" -0.0769244127490049 -0.09641978855325 -0.09641978855325 -0.0534488700238429 -0.09641978855325 -0.09641978855325
"GLCCI1" -0.0520804146271082 -0.0873651688428755 -0.0805292150925351 -0.0310339217204633 -0.09641978855325 -0.00846356911877684
"GLE1" -0.0700542199025972 -0.0671640255179026 -0.0730217617958383 0.0345051041297312 -0.0723436298983293 -0.09641978855325
"GLT1D1" -0.09641978855325 -0.0346167285914878 -0.0902265413253799 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"GNA15" -0.0917484020659303 -0.0454753964563448 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"GNAQ" -0.0574078409508929 0.254837328839757 -0.0426775654908136 -0.09641978855325 -0.0663050656476531 -0.09641978855325
"GNB4" -0.0908328843125982 -0.0356696324361865 -0.09641978855325 -0.09641978855325 -0.0459222923824859 -0.09641978855325
"GNG11" -0.0369845917479581 0.757020869988685 -0.0540506706627224 -0.0543487128843364 -0.0706200809683862 -0.00833389164641705
"GNG7" -0.0928716223311919 -0.086618438858229 -0.09641978855325 -0.0746473523962673 0.117904454153908 -0.09641978855325
"GNGT2" -0.0491116348067286 -0.0583375681038191 -0.09641978855325 -0.0574592600694547 -0.09641978855325 0.0356113538857363
"GNLY" 1.30931732878335 0.0338645497853071 -0.00627388777599332 18.4600991699253 0.0767369779976153 31.5673284770793
"GNPTAB" 0.040676815958874 -0.0460185715791477 -0.0499421412086447 0.21173931338106 -0.0647129348055129 0.568258139726846
"GNS" -0.0380402472623244 0.199323522705429 -0.0620127902061955 -0.0345286677986824 -0.09641978855325 -0.0306907844874897
"GOLGA8A" -0.0247041875385416 -0.0946911904209766 -0.0542155903940878 0.0612793283811352 -0.0471938809103282 -0.0720710452114573
"GOLGA8Q" -0.0889603690259392 -0.090870499081961 -0.09641978855325 -0.0742725530258028 -0.09641978855325 -0.00146541490667489
"GOLIM4" -0.0817585139913499 -0.0620185667336003 -0.0756982789400998 -0.09641978855325 -0.0641126936989299 0.0489897680714315
"GOLM1" -0.09641978855325 -0.0704556242065598 -0.09641978855325 -0.0491603426145975 -0.09641978855325 -0.0617357974727686
"GOLPH3L" -0.0424854042562473 -0.0941113163026247 -0.0877668615660771 -0.0799293626594738 -0.0718803331257352 -0.09641978855325
"GORAB" -0.0888664101317396 -0.0924495104013418 -0.09641978855325 -0.0799293626594738 -0.09641978855325 -0.09641978855325
"GP1BA" -0.09641978855325 -0.0740877940883364 -0.0904553936363107 -0.0742169590866063 -0.0657843385224375 -0.09641978855325
"GP9" -0.0763978236577087 0.173823091350795 -0.0806926940776283 -0.0746473523962673 -0.09641978855325 -0.0266440259615567
"GPALPP1" -0.0815522132791708 -0.0703280904046147 -0.0422487524047082 -0.09641978855325 -0.09641978855325 -0.0226716729957131
"GPATCH11" -0.0664438940878519 -0.0756314078574142 -0.0834097721922022 -0.0138915372174207 -0.0428226213211943 -0.09641978855325
"GPBAR1" -0.0816717460991182 0.05973968309134 -0.0935108795552153 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GPHN" -0.0906954004829319 -0.087595098347526 -0.088249622011664 -0.0517628820643365 -0.0813624271004515 -0.0836295249694706
"GPR137" -0.0922047722308365 -0.073623070457237 -0.0798603457640707 -0.0700779186114685 0.0691335981554713 -0.09641978855325
"GPR137B" -0.0289050223903454 -0.0647774649538893 -0.0834745922005141 -0.0360427939491696 -0.09641978855325 -0.0772321092019408
"GPR141" -0.09641978855325 -0.0742139874646418 -0.0756982789400998 -0.0478705228269825 -0.09641978855325 -0.09641978855325
"GPR146" -0.0902469924794322 -0.093211352118041 -0.0679739085019855 -0.09641978855325 -0.09641978855325 -0.0641909330141584
"GPR171" 0.157509130576006 -0.0954389201952884 0.120212497349852 -0.0190120179477808 -0.0813624271004515 -0.0532840983214833
"GPR18" -0.0420812681423132 -0.0902679451523562 -0.0826078774495105 -0.0759451307088653 0.0533181946530164 -0.015676415392396
"GPR183" -0.0281355021197208 -0.0720758831457919 0.129168726926751 -0.09641978855325 0.173530269144631 -0.0567553351138512
"GPR34" -0.0902975435548664 -0.0445415502892013 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GPR55" -0.0363044736956885 -0.09641978855325 -0.09641978855325 -0.0778035250672743 -0.09641978855325 -0.09641978855325
"GPR68" -0.0436580784110011 -0.0921440896968774 -0.09641978855325 -0.017817457752609 -0.09641978855325 -0.09641978855325
"GRAMD3" -0.0948242115033431 -0.0922842829887272 -0.076889263259694 -0.0819906658961958 -0.09641978855325 -0.0634087273036859
"GRAMD4" -0.0825703668134265 -0.0327678363997774 -0.0869144017822699 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GRAP" -0.0788936008083243 -0.09641978855325 -0.0679151813871066 -0.09641978855325 -0.0553565375866422 -0.09641978855325
"GRN" 0.0935792813567956 1.72569112313424 0.0193235167907002 0.137133328083027 0.336811837036022 0.00769926568286147
"GSAP" -0.0171497229037938 0.0148040515724106 -0.0859752699885848 -0.0205822140484964 -0.0191624226265808 0.323858055091313
"GSN" -0.0522003320734491 0.0212706095104225 -0.0878249815086109 -0.0730819199812864 -0.074248010808367 0.0945084908515091
"GSTM2" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0641909330141584
"GSTM3" -0.0891154965859249 -0.0916461112962021 -0.0882614771505394 -0.09641978855325 -0.09641978855325 -0.0413449528959815
"GSTM4" -0.0688884715138649 -0.0750023925595268 -0.0925577830981603 -0.0569415911062393 -0.09641978855325 -0.09641978855325
"GTF2IRD2" -0.0427073037701224 -0.0841650920380024 -0.0716915233157471 -0.0730819199812864 -0.09641978855325 -0.0148320859205003
"GTF3C1" -0.0640677272099777 -0.0880612320845311 -0.0705246079163433 0.0289131536937855 -0.0531509277341904 0.259425678257396
"GTSCR1" -0.09641978855325 -0.09641978855325 -0.0784327890063513 -0.09641978855325 -0.09641978855325 -0.09641978855325
"GTSF1" -0.0605158130296405 -0.09641978855325 -0.0887054922691868 -0.09641978855325 -0.09641978855325 -0.0681432084565839
"GUCD1" -0.0230705166310471 -0.0408519285267794 -0.0663866985556584 -0.0571907131339398 0.088797608158372 -0.0118527914812886
"GUCY1A3" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0681432084565839
"GZMA" 2.80129285675579 -0.0289247433054085 0.123877388855853 3.46943161576809 -0.0740944548255244 4.38361985174284
"GZMB" 0.675365647496367 -0.0518391835303893 -0.0378401544306083 4.2108732203481 0.282598590687734 5.3590243060072
"GZMH" 2.94454526626091 -0.0214759743032851 -0.0152927311567913 5.29086107670394 -0.0294936243468293 2.16853077954155
"GZMK" 2.06376759652079 -0.0640461994285475 0.0637464790934011 -0.058884654888705 -0.0641126936989299 0.250319482383019
"GZMM" 1.16237100056265 -0.0813440457485322 0.237661220946679 1.28031987341108 -0.0769683831364351 1.16021825092188
"H1F0" -0.09641978855325 -0.0781031835023695 -0.0810299082383738 -0.09641978855325 -0.09641978855325 -0.09641978855325
"H2AFX" -0.0749724677854336 -0.0882004032871746 -0.0909778434572332 -0.0589530252410501 -0.09641978855325 0.0494675231999132
"HACL1" -0.0505599935482736 -0.0904517775172209 -0.0806679116308491 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HAL" -0.0930683372498127 -0.0369643470369746 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0613280170420379
"HAPLN3" -0.0909658740097681 -0.0942600722710421 -0.0449693267477069 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HAR1A" -0.09641978855325 -0.09641978855325 -0.0674683945788565 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HARBI1" -0.0693137201172083 -0.0947869884873354 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HAUS3" -0.069011803763883 -0.0811558158288068 -0.0399689751119623 0.00294265055881999 -0.0726931304635511 -0.09641978855325
"HAUS5" -0.0830634893029094 -0.0948832335852171 -0.0521261551771643 -0.0724006380066805 -0.09641978855325 -0.09641978855325
"HAVCR2" -0.0734622517973954 -0.0425084376331378 -0.084846103952601 -0.0600365146957859 -0.09641978855325 0.0737915287297155
"HCK" -0.0718192303248033 0.352021950620648 -0.0794296881201214 -0.0822393441624297 -0.00265383986348499 -0.046944306680863
"HEATR1" -0.0890476006186124 -0.0824760584927217 -0.0510837522484982 -0.0765209084885161 -0.09641978855325 -0.09641978855325
"HECTD3" -0.0619985836648231 -0.0757865711564323 -0.0811396126209692 -0.0315575529716228 -0.09641978855325 -0.09641978855325
"HELLS" -0.0389060250614274 -0.09641978855325 -0.0459813653853986 0.0105115872613266 -0.0307776937069225 -0.09641978855325
"HEMGN" -0.0888826190983094 -0.0647028944662151 -0.0436712066996894 -0.09641978855325 -0.0641126936989299 -0.09641978855325
"HEMK1" -0.0569058571734767 -0.0873608726366381 -0.0844748042869276 -0.0781070511023718 -0.09641978855325 -0.0129950957214712
"HENMT1" 0.023554038336382 -0.0547129949522504 -0.0549901364200899 0.111838419926941 -0.0723436298983293 -0.000380852133497495
"HES2" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0613280170420379
"HGF" -0.09641978855325 -0.0561030663957832 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HHEX" -0.0615581429223905 0.122420616185068 -0.0929900795607522 -0.076878110146679 0.203952908758961 -0.09641978855325
"HHLA3" -0.0874858326077499 -0.0942053337880985 -0.0732203524146697 -0.0724494574183606 -0.09641978855325 -0.09641978855325
"HIATL2" -0.089049810507082 -0.0884059543750642 -0.0880820184963522 -0.0792282391095683 -0.09641978855325 -0.0419692403779691
"HIP1" -0.0859920792074929 -0.0658031807691913 -0.09641978855325 -0.0799293626594738 -0.0813624271004515 0.0178953957614956
"HIST1H1E" -0.065073395853574 -0.0837912459457354 -0.0718330928749693 -0.09641978855325 -0.0813624271004515 -0.012971006796142
"HIST1H2BN" -0.0766506701767904 -0.09641978855325 -0.0882614771505394 -0.0742169590866063 -0.09641978855325 -0.0592008746747147
"HIVEP2" -0.064343458615346 -0.0944304110693148 -0.0856948950833916 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HK2" -0.0701227033141929 -0.0198979977803718 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"HK3" -0.0877558379494634 0.0207655712534531 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"HLCS" -0.0916215358674545 -0.0871977839228516 -0.09641978855325 -0.0155802485202588 -0.0745859061982703 -0.09641978855325
"HLTF" -0.0886565278137437 -0.0901273180412271 -0.09641978855325 -0.062768144207898 -0.0813624271004515 -0.09641978855325
"HLX" -0.0874976404259334 -0.01087436741928 -0.09641978855325 -0.0822393441624297 -0.0750836817842267 -0.09641978855325
"HMGA1P4" -0.0893527443560622 -0.0929495835943922 -0.0692926105038926 -0.09641978855325 -0.0486834312037158 -0.09641978855325
"HMGN4" -0.0830045651448442 -0.0813186935130199 -0.0935108795552153 -0.0519747995739759 -0.09641978855325 -0.0699083144927194
